Year,Month,Day,Hour,Count,Minimum,Average,StdDev,Maximum
2019,07,01,00, 1440, 9.18,188.67, 53.10,341.39
2019,07,02,00, 1440, 6.77,215.25, 30.31,329.63
2019,07,03,00, 1439, 4.11,216.02, 40.34,336.81
2019,07,04,00, 1440,83.07,198.44, 61.92,333.06
2019,07,05,00, 1440, 2.75,161.67, 64.13,345.34
2019,07,06,00, 1440,67.53,155.57, 44.98,293.46
2019,07,07,00, 1440,35.00,193.98, 51.28,351.04
2019,07,08,00, 1440, 0.37,197.38, 70.04,349.92
2019,07,09,00, 1440, 0.35,142.45, 81.65,355.43
2019,07,10,00, 1440,10.66,151.82, 70.19,345.57
2019,07,11,00, 1440,23.88,281.78, 67.50,360.00
2019,07,12,00, 1440, 1.50,180.48, 71.80,352.43
2019,07,13,00, 1440,51.15,189.89, 65.39,348.79
2019,07,14,00, 1440,46.66,190.56, 67.91,359.71
2019,07,15,00, 1440, 6.99,187.42, 67.13,350.44
2019,07,16,00, 1440,61.04,203.07, 62.42,349.30
2019,07,17,00, 1440, 1.68,196.87, 52.63,342.06
2019,07,18,00, 1440, 0.36,228.28, 51.17,359.53
2019,07,19,00, 1440,13.77,170.00, 75.45,350.98
2019,07,20,00, 1440,16.91,157.91, 78.39,353.06
2019,07,21,00, 1440, 3.95,163.25, 68.97,357.58
2019,07,22,00, 1440, 3.27,182.29, 66.05,350.00
2019,07,23,00, 1440, 0.71,199.13, 55.83,355.82
2019,07,24,00, 1440,55.75,199.33, 64.01,340.02
2019,07,25,00, 1440, 0.22,139.78, 94.84,359.95
2019,07,26,00, 1440, 1.96,154.05, 65.62,360.00
2019,07,27,00, 1440,16.67,204.25, 44.99,350.33
2019,07,28,00, 1440, 7.81,164.48, 75.08,354.05
2019,07,29,00, 1440,30.95,182.74, 68.99,359.24
2019,07,30,00, 1440, 0.52,144.98, 90.99,355.36
2019,07,31,00, 1440, 3.04,291.87,119.06,360.00
