Year,Month,Day,Hour,Count,Minimum,Average,StdDev,Maximum
2019,08,01,00, 1440, 1.32,130.82, 75.57,360.00
2019,08,02,00, 1440,38.44,172.69, 53.43,340.40
2019,08,03,00, 1440, 1.55,165.31, 69.29,351.06
2019,08,04,00, 1440, 2.77,137.36, 82.39,356.54
2019,08,05,00, 1440, 5.18,194.83, 67.35,353.02
2019,08,06,00, 1440,58.91,195.62, 64.15,343.30
2019,08,07,00, 1440,35.50,175.06, 69.49,336.31
2019,08,08,00, 1440, 3.55,181.71, 66.99,348.12
2019,08,09,00, 1440,82.00,157.40, 68.26,349.64
2019,08,10,00, 1440,21.23,167.28, 55.73,347.80
2019,08,11,00, 1440,24.94,133.56, 42.70,354.32
2019,08,12,00, 1440,12.56,153.94, 59.47,359.16
2019,08,13,00, 1440, 5.00,144.12, 81.30,355.89
2019,08,14,00, 1440,45.16,146.92, 66.08,338.31
2019,08,15,00, 1439,17.00,170.30, 60.22,327.82
2019,08,16,00, 1440,10.88,200.50, 61.53,354.33
2019,08,17,00, 1440,41.68,168.21, 58.83,330.69
2019,08,18,00, 1440,37.86,181.83, 51.14,345.43
2019,08,19,00, 1440, 6.80,172.09, 73.74,343.71
2019,08,20,00, 1440, 0.73,117.78, 82.58,359.44
2019,08,21,00, 1440,54.54,159.34, 45.07,359.24
2019,08,22,00, 1440, 2.97,175.03, 68.19,347.97
2019,08,23,00, 1440,45.12,166.39, 60.92,340.51
2019,08,24,00, 1440, 4.63,194.31, 73.01,355.00
2019,08,25,00, 1440,20.76,142.46, 69.41,347.96
2019,08,26,00, 1440, 6.07,149.02, 81.49,355.98
2019,08,27,00, 1440,10.00,149.58, 86.98,355.00
2019,08,28,00, 1440, 0.17, 46.10,104.82,359.86
2019,08,29,00, 1440, 0.22,153.73, 68.09,359.11
2019,08,30,00, 1440, 0.18,118.02, 83.76,360.00
2019,08,31,00, 1440, 3.75, 35.66,109.70,360.00
