Transect,site_code,depth,Photo_num,photo_score,transect_score,dominant_score,secondary_score
BMSC13_VDG3m1052024EffinghamWest,BMSC13,3.0,5,4,"4, 3",4,3
BMSC13_VDG3m1052024EffinghamWest,BMSC13,3.0,6,4,"4, 3",4,3
BMSC13_VDG3m1052024EffinghamWest,BMSC13,3.0,7,4,"4, 3",4,3
BMSC13_VDG3m1052024EffinghamWest,BMSC13,3.0,8,4,"4, 3",4,3
BMSC13_VDG3m1052024EffinghamWest,BMSC13,3.0,9,4,"4, 3",4,3
BMSC13_VDG3m1052024EffinghamWest,BMSC13,3.0,10,4,"4, 3",4,3
BMSC13_VDG3m1052024EffinghamWest,BMSC13,3.0,11,4,"4, 3",4,3
BMSC13_VDG3m1052024EffinghamWest,BMSC13,3.0,12,3,"4, 3",4,3
BMSC13_VDG3m1052024EffinghamWest,BMSC13,3.0,13,4,"4, 3",4,3
BMSC13_VDG3m1052024EffinghamWest,BMSC13,3.0,14,4,"4, 3",4,3
BMSC13_VDG3m1052024EffinghamWest,BMSC13,3.0,15,3,"4, 3",4,3
BMSC13_VDG3m1052024EffinghamWest,BMSC13,3.0,16,4,"4, 3",4,3
BMSC13_VDG3m1052024EffinghamWest,BMSC13,3.0,17,4,"4, 3",4,3
BMSC13_VDG3m1052024EffinghamWest,BMSC13,3.0,18,4,"4, 3",4,3
BMSC13_VDG3m1052024EffinghamWest,BMSC13,3.0,19,4,"4, 3",4,3
BMSC13_VDG3m1052024EffinghamWest,BMSC13,3.0,20,4,"4, 3",4,3
BMSC13_VDG3m1052024EffinghamWest,BMSC13,3.0,21,4,"4, 3",4,3
BMSC13_VDG3m1052024EffinghamWest,BMSC13,3.0,22,4,"4, 3",4,3
BMSC13_VDG3m1052024EffinghamWest,BMSC13,3.0,23,4,"4, 3",4,3
BMSC13_VDG3m1052024EffinghamWest,BMSC13,3.0,24,4,"4, 3",4,3
BMSC13_VDG3m1052024EffinghamWest,BMSC13,3.0,25,4,"4, 3",4,3
BMSC13_VDG3m1052024EffinghamWest,BMSC13,3.0,26,4,"4, 3",4,3
BMSC13_VDG3m1052024EffinghamWest,BMSC13,3.0,27,4,"4, 3",4,3
BMSC12_CMA4.5m26042024WizardIslandNorth,BMSC12,4.5,2,4,"4, 3",4,3
BMSC12_CMA4.5m26042024WizardIslandNorth,BMSC12,4.5,3,4,"4, 3",4,3
BMSC12_CMA4.5m26042024WizardIslandNorth,BMSC12,4.5,4,4,"4, 3",4,3
BMSC12_CMA4.5m26042024WizardIslandNorth,BMSC12,4.5,5,4,"4, 3",4,3
BMSC12_CMA4.5m26042024WizardIslandNorth,BMSC12,4.5,6,4,"4, 3",4,3
BMSC12_CMA4.5m26042024WizardIslandNorth,BMSC12,4.5,7,4,"4, 3",4,3
BMSC12_CMA4.5m26042024WizardIslandNorth,BMSC12,4.5,8,3,"4, 3",4,3
BMSC12_CMA4.5m26042024WizardIslandNorth,BMSC12,4.5,9,3,"4, 3",4,3
BMSC12_CMA4.5m26042024WizardIslandNorth,BMSC12,4.5,10,4,"4, 3",4,3
BMSC12_CMA4.5m26042024WizardIslandNorth,BMSC12,4.5,11,4,"4, 3",4,3
BMSC12_CMA4.5m26042024WizardIslandNorth,BMSC12,4.5,12,4,"4, 3",4,3
BMSC12_CMA4.5m26042024WizardIslandNorth,BMSC12,4.5,13,4,"4, 3",4,3
BMSC12_CMA4.5m26042024WizardIslandNorth,BMSC12,4.5,14,4,"4, 3",4,3
BMSC12_CMA4.5m26042024WizardIslandNorth,BMSC12,4.5,15,4,"4, 3",4,3
BMSC12_CMA4.5m26042024WizardIslandNorth,BMSC12,4.5,16,4,"4, 3",4,3
BMSC12_CMA4.5m26042024WizardIslandNorth,BMSC12,4.5,17,4,"4, 3",4,3
BMSC12_CMA4.5m26042024WizardIslandNorth,BMSC12,4.5,18,4,"4, 3",4,3
BMSC12_CMA4.5m26042024WizardIslandNorth,BMSC12,4.5,19,3,"4, 3",4,3
BMSC12_CMA4.5m26042024WizardIslandNorth,BMSC12,4.5,20,3,"4, 3",4,3
BMSC12_CMA4.5m26042024WizardIslandNorth,BMSC12,4.5,21,4,"4, 3",4,3
BMSC12_CMA4.5m26042024WizardIslandNorth,BMSC12,4.5,22,3,"4, 3",4,3
BMSC12_CMA4.5m26042024WizardIslandNorth,BMSC12,4.5,23,3,"4, 3",4,3
BMSC12_CMA4.5m26042024WizardIslandNorth,BMSC12,4.5,24,3,"4, 3",4,3
BMSC12_CMA4.5m26042024WizardIslandNorth,BMSC12,4.5,25,4,"4, 3",4,3
BMSC12_CMA4.5m26042024WizardIslandNorth,BMSC12,4.5,26,4,"4, 3",4,3
BMSC12_CMA4.5m26042024WizardIslandNorth,BMSC12,4.5,27,3,"4, 3",4,3
BMSC12_CMA4.5m26042024WizardIslandNorth,BMSC12,4.5,28,4,"4, 3",4,3
BMSC12_CMA4.5m26042024WizardIslandNorth,BMSC12,4.5,29,4,"4, 3",4,3
BMSC12_CMA4.5m26042024WizardIslandNorth,BMSC12,4.5,30,4,"4, 3",4,3
BMSC12_CMA4.5m26042024WizardIslandNorth,BMSC12,4.5,31,4,"4, 3",4,3
BMSC12_CMA4.5m26042024WizardIslandNorth,BMSC12,4.5,32,4,"4, 3",4,3
BMSC12_CMA4.5m26042024WizardIslandNorth,BMSC12,4.5,33,4,"4, 3",4,3
BMSC12_CMA4.5m26042024WizardIslandNorth,BMSC12,4.5,34,4,"4, 3",4,3
BMSC12_CMA4.5m26042024WizardIslandNorth,BMSC12,4.5,35,4,"4, 3",4,3
BMSC12_CMA4.5m26042024WizardIslandNorth,BMSC12,4.5,36,3,"4, 3",4,3
BMSC2_VDG4.5m29042024Kirby,BMSC2,4.0,3,4,"3, 4",3,4
BMSC2_VDG4.5m29042024Kirby,BMSC2,4.0,4,3,"3, 4",3,4
BMSC2_VDG4.5m29042024Kirby,BMSC2,4.0,5,3,"3, 4",3,4
BMSC2_VDG4.5m29042024Kirby,BMSC2,4.0,6,3,"3, 4",3,4
BMSC2_VDG4.5m29042024Kirby,BMSC2,4.0,7,3,"3, 4",3,4
BMSC2_VDG4.5m29042024Kirby,BMSC2,4.0,8,3,"3, 4",3,4
BMSC2_VDG4.5m29042024Kirby,BMSC2,4.0,9,3,"3, 4",3,4
BMSC2_VDG4.5m29042024Kirby,BMSC2,4.0,10,3,"3, 4",3,4
BMSC2_VDG4.5m29042024Kirby,BMSC2,4.0,11,4,"3, 4",3,4
BMSC2_VDG4.5m29042024Kirby,BMSC2,4.0,12,3,"3, 4",3,4
BMSC2_VDG4.5m29042024Kirby,BMSC2,4.0,13,4,"3, 4",3,4
BMSC2_VDG4.5m29042024Kirby,BMSC2,4.0,14,3,"3, 4",3,4
BMSC2_VDG4.5m29042024Kirby,BMSC2,4.0,15,3,"3, 4",3,4
BMSC2_VDG4.5m29042024Kirby,BMSC2,4.0,16,3,"3, 4",3,4
BMSC2_VDG4.5m29042024Kirby,BMSC2,4.0,17,3,"3, 4",3,4
BMSC2_VDG4.5m29042024Kirby,BMSC2,4.0,18,4,"3, 4",3,4
BMSC2_VDG4.5m29042024Kirby,BMSC2,4.0,19,3,"3, 4",3,4
BMSC2_VDG4.5m29042024Kirby,BMSC2,4.0,20,3,"3, 4",3,4
BMSC2_VDG4.5m29042024Kirby,BMSC2,4.0,21,4,"3, 4",3,4
BMSC2_VDG4.5m29042024Kirby,BMSC2,4.0,22,4,"3, 4",3,4
BMSC2_VDG4.5m29042024Kirby,BMSC2,4.0,23,3,"3, 4",3,4
BMSC2_VDG4.5m29042024Kirby,BMSC2,4.0,24,4,"3, 4",3,4
BMSC2_VDG4.5m29042024Kirby,BMSC2,4.0,25,3,"3, 4",3,4
BMSC16_EGL7.5m02052024FaberIslets,BMSC16,7.5,3,3,"3, 3",3,3
BMSC16_EGL7.5m02052024FaberIslets,BMSC16,7.5,4,3,"3, 3",3,3
BMSC16_EGL7.5m02052024FaberIslets,BMSC16,7.5,5,3,"3, 3",3,3
BMSC16_EGL7.5m02052024FaberIslets,BMSC16,7.5,6,3,"3, 3",3,3
BMSC16_EGL7.5m02052024FaberIslets,BMSC16,7.5,7,3,"3, 3",3,3
BMSC16_EGL7.5m02052024FaberIslets,BMSC16,7.5,8,3,"3, 3",3,3
BMSC16_EGL7.5m02052024FaberIslets,BMSC16,7.5,9,3,"3, 3",3,3
BMSC16_EGL7.5m02052024FaberIslets,BMSC16,7.5,10,3,"3, 3",3,3
BMSC16_EGL7.5m02052024FaberIslets,BMSC16,7.5,11,3,"3, 3",3,3
BMSC16_EGL7.5m02052024FaberIslets,BMSC16,7.5,12,3,"3, 3",3,3
BMSC16_EGL7.5m02052024FaberIslets,BMSC16,7.5,13,3,"3, 3",3,3
BMSC16_EGL7.5m02052024FaberIslets,BMSC16,7.5,14,3,"3, 3",3,3
BMSC16_EGL7.5m02052024FaberIslets,BMSC16,7.5,15,3,"3, 3",3,3
BMSC16_EGL7.5m02052024FaberIslets,BMSC16,7.5,16,3,"3, 3",3,3
BMSC16_EGL7.5m02052024FaberIslets,BMSC16,7.5,17,3,"3, 3",3,3
BMSC16_EGL7.5m02052024FaberIslets,BMSC16,7.5,18,3,"3, 3",3,3
BMSC16_EGL7.5m02052024FaberIslets,BMSC16,7.5,19,3,"3, 3",3,3
BMSC16_EGL7.5m02052024FaberIslets,BMSC16,7.5,20,3,"3, 3",3,3
BMSC16_EGL7.5m02052024FaberIslets,BMSC16,7.5,21,3,"3, 3",3,3
BMSC16_EGL7.5m02052024FaberIslets,BMSC16,7.5,22,3,"3, 3",3,3
BMSC9_EGL6.5m23042024EagleBay,BMSC9,6.5,3,4,"3, 4",3,4
BMSC9_EGL6.5m23042024EagleBay,BMSC9,6.5,4,4,"3, 4",3,4
BMSC9_EGL6.5m23042024EagleBay,BMSC9,6.5,5,4,"3, 4",3,4
BMSC9_EGL6.5m23042024EagleBay,BMSC9,6.5,6,3,"3, 4",3,4
BMSC9_EGL6.5m23042024EagleBay,BMSC9,6.5,7,3,"3, 4",3,4
BMSC9_EGL6.5m23042024EagleBay,BMSC9,6.5,8,3,"3, 4",3,4
BMSC9_EGL6.5m23042024EagleBay,BMSC9,6.5,9,3,"3, 4",3,4
BMSC9_EGL6.5m23042024EagleBay,BMSC9,6.5,10,4,"3, 4",3,4
BMSC9_EGL6.5m23042024EagleBay,BMSC9,6.5,11,3,"3, 4",3,4
BMSC9_EGL6.5m23042024EagleBay,BMSC9,6.5,12,4,"3, 4",3,4
BMSC9_EGL6.5m23042024EagleBay,BMSC9,6.5,13,3,"3, 4",3,4
BMSC9_EGL6.5m23042024EagleBay,BMSC9,6.5,14,4,"3, 4",3,4
BMSC9_EGL6.5m23042024EagleBay,BMSC9,6.5,15,3,"3, 4",3,4
BMSC9_EGL6.5m23042024EagleBay,BMSC9,6.5,16,4,"3, 4",3,4
BMSC9_EGL6.5m23042024EagleBay,BMSC9,6.5,17,4,"3, 4",3,4
BMSC9_EGL6.5m23042024EagleBay,BMSC9,6.5,18,4,"3, 4",3,4
BMSC9_EGL6.5m23042024EagleBay,BMSC9,6.5,19,4,"3, 4",3,4
BMSC9_EGL6.5m23042024EagleBay,BMSC9,6.5,20,3,"3, 4",3,4
BMSC9_EGL6.5m23042024EagleBay,BMSC9,6.5,21,3,"3, 4",3,4
BMSC9_EGL6.5m23042024EagleBay,BMSC9,6.5,22,3,"3, 4",3,4
BMSC9_EGL6.5m23042024EagleBay,BMSC9,6.5,23,3,"3, 4",3,4
BMSC21_CMA6.5m30042024DixonSW,BMSC21,6.5,2,4,"4, 3",4,3
BMSC21_CMA6.5m30042024DixonSW,BMSC21,6.5,3,4,"4, 3",4,3
BMSC21_CMA6.5m30042024DixonSW,BMSC21,6.5,4,4,"4, 3",4,3
BMSC21_CMA6.5m30042024DixonSW,BMSC21,6.5,5,4,"4, 3",4,3
BMSC21_CMA6.5m30042024DixonSW,BMSC21,6.5,6,4,"4, 3",4,3
BMSC21_CMA6.5m30042024DixonSW,BMSC21,6.5,7,4,"4, 3",4,3
BMSC21_CMA6.5m30042024DixonSW,BMSC21,6.5,8,4,"4, 3",4,3
BMSC21_CMA6.5m30042024DixonSW,BMSC21,6.5,9,4,"4, 3",4,3
BMSC21_CMA6.5m30042024DixonSW,BMSC21,6.5,10,3,"4, 3",4,3
BMSC21_CMA6.5m30042024DixonSW,BMSC21,6.5,11,4,"4, 3",4,3
BMSC21_CMA6.5m30042024DixonSW,BMSC21,6.5,12,4,"4, 3",4,3
BMSC21_CMA6.5m30042024DixonSW,BMSC21,6.5,13,4,"4, 3",4,3
BMSC21_CMA6.5m30042024DixonSW,BMSC21,6.5,14,4,"4, 3",4,3
BMSC21_CMA6.5m30042024DixonSW,BMSC21,6.5,15,4,"4, 3",4,3
BMSC21_CMA6.5m30042024DixonSW,BMSC21,6.5,16,4,"4, 3",4,3
BMSC21_CMA6.5m30042024DixonSW,BMSC21,6.5,17,4,"4, 3",4,3
BMSC21_CMA6.5m30042024DixonSW,BMSC21,6.5,18,3,"4, 3",4,3
BMSC21_CMA6.5m30042024DixonSW,BMSC21,6.5,19,4,"4, 3",4,3
BMSC21_CMA6.5m30042024DixonSW,BMSC21,6.5,20,3,"4, 3",4,3
BMSC21_CMA6.5m30042024DixonSW,BMSC21,6.5,21,3,"4, 3",4,3
BMSC21_CMA6.5m30042024DixonSW,BMSC21,6.5,22,4,"4, 3",4,3
BMSC21_CMA6.5m30042024DixonSW,BMSC21,6.5,23,4,"4, 3",4,3
BMSC21_CMA6.5m30042024DixonSW,BMSC21,6.5,24,3,"4, 3",4,3
BMSC21_CMA6.5m30042024DixonSW,BMSC21,6.5,25,3,"4, 3",4,3
BMSC21_CMA6.5m30042024DixonSW,BMSC21,6.5,26,3,"4, 3",4,3
BMSC21_CMA6.5m30042024DixonSW,BMSC21,6.5,27,4,"4, 3",4,3
BMSC20_CMA6.7m25042024EdKingE,BMSC20,6.7,3,3,"4, 3",4,3
BMSC20_CMA6.7m25042024EdKingE,BMSC20,6.7,4,3,"4, 3",4,3
BMSC20_CMA6.7m25042024EdKingE,BMSC20,6.7,5,4,"4, 3",4,3
BMSC20_CMA6.7m25042024EdKingE,BMSC20,6.7,6,4,"4, 3",4,3
BMSC20_CMA6.7m25042024EdKingE,BMSC20,6.7,7,4,"4, 3",4,3
BMSC20_CMA6.7m25042024EdKingE,BMSC20,6.7,8,4,"4, 3",4,3
BMSC20_CMA6.7m25042024EdKingE,BMSC20,6.7,9,3,"4, 3",4,3
BMSC20_CMA6.7m25042024EdKingE,BMSC20,6.7,10,3,"4, 3",4,3
BMSC20_CMA6.7m25042024EdKingE,BMSC20,6.7,11,4,"4, 3",4,3
BMSC20_CMA6.7m25042024EdKingE,BMSC20,6.7,12,4,"4, 3",4,3
BMSC20_CMA6.7m25042024EdKingE,BMSC20,6.7,13,4,"4, 3",4,3
BMSC20_CMA6.7m25042024EdKingE,BMSC20,6.7,14,4,"4, 3",4,3
BMSC20_CMA6.7m25042024EdKingE,BMSC20,6.7,15,4,"4, 3",4,3
BMSC20_CMA6.7m25042024EdKingE,BMSC20,6.7,16,4,"4, 3",4,3
BMSC20_CMA6.7m25042024EdKingE,BMSC20,6.7,17,4,"4, 3",4,3
BMSC20_CMA6.7m25042024EdKingE,BMSC20,6.7,18,4,"4, 3",4,3
BMSC20_CMA6.7m25042024EdKingE,BMSC20,6.7,19,4,"4, 3",4,3
BMSC20_CMA6.7m25042024EdKingE,BMSC20,6.7,20,4,"4, 3",4,3
BMSC20_CMA6.7m25042024EdKingE,BMSC20,6.7,21,4,"4, 3",4,3
BMSC20_CMA6.7m25042024EdKingE,BMSC20,6.7,22,4,"4, 3",4,3
BMSC20_CMA6.7m25042024EdKingE,BMSC20,6.7,23,4,"4, 3",4,3
BMSC20_CMA6.7m25042024EdKingE,BMSC20,6.7,24,4,"4, 3",4,3
BMSC20_CMA6.7m25042024EdKingE,BMSC20,6.7,25,4,"4, 3",4,3
BMSC10_CMA4.5m26042024RossIsletSlugIsland,BMSC10,4.5,2,3,"3, 4",3,4
BMSC10_CMA4.5m26042024RossIsletSlugIsland,BMSC10,4.5,3,3,"3, 4",3,4
BMSC10_CMA4.5m26042024RossIsletSlugIsland,BMSC10,4.5,4,3,"3, 4",3,4
BMSC10_CMA4.5m26042024RossIsletSlugIsland,BMSC10,4.5,5,3,"3, 4",3,4
BMSC10_CMA4.5m26042024RossIsletSlugIsland,BMSC10,4.5,6,3,"3, 4",3,4
BMSC10_CMA4.5m26042024RossIsletSlugIsland,BMSC10,4.5,7,3,"3, 4",3,4
BMSC10_CMA4.5m26042024RossIsletSlugIsland,BMSC10,4.5,8,3,"3, 4",3,4
BMSC10_CMA4.5m26042024RossIsletSlugIsland,BMSC10,4.5,9,3,"3, 4",3,4
BMSC10_CMA4.5m26042024RossIsletSlugIsland,BMSC10,4.5,10,3,"3, 4",3,4
BMSC10_CMA4.5m26042024RossIsletSlugIsland,BMSC10,4.5,11,3,"3, 4",3,4
BMSC10_CMA4.5m26042024RossIsletSlugIsland,BMSC10,4.5,12,3,"3, 4",3,4
BMSC10_CMA4.5m26042024RossIsletSlugIsland,BMSC10,4.5,13,3,"3, 4",3,4
BMSC10_CMA4.5m26042024RossIsletSlugIsland,BMSC10,4.5,14,3,"3, 4",3,4
BMSC10_CMA4.5m26042024RossIsletSlugIsland,BMSC10,4.5,15,3,"3, 4",3,4
BMSC10_CMA4.5m26042024RossIsletSlugIsland,BMSC10,4.5,16,3,"3, 4",3,4
BMSC10_CMA4.5m26042024RossIsletSlugIsland,BMSC10,4.5,17,3,"3, 4",3,4
BMSC10_CMA4.5m26042024RossIsletSlugIsland,BMSC10,4.5,18,3,"3, 4",3,4
BMSC10_CMA4.5m26042024RossIsletSlugIsland,BMSC10,4.5,19,4,"3, 4",3,4
BMSC10_CMA4.5m26042024RossIsletSlugIsland,BMSC10,4.5,20,3,"3, 4",3,4
BMSC10_CMA4.5m26042024RossIsletSlugIsland,BMSC10,4.5,21,3,"3, 4",3,4
BMSC10_CMA4.5m26042024RossIsletSlugIsland,BMSC10,4.5,22,3,"3, 4",3,4
BMSC10_CMA4.5m26042024RossIsletSlugIsland,BMSC10,4.5,23,3,"3, 4",3,4
BMSC10_CMA4.5m26042024RossIsletSlugIsland,BMSC10,4.5,24,3,"3, 4",3,4
BMSC10_CMA4.5m26042024RossIsletSlugIsland,BMSC10,4.5,25,4,"3, 4",3,4
BMSC10_CMA4.5m26042024RossIsletSlugIsland,BMSC10,4.5,26,3,"3, 4",3,4
BMSC10_CMA4.5m26042024RossIsletSlugIsland,BMSC10,4.5,27,3,"3, 4",3,4
BMSC10_CMA4.5m26042024RossIsletSlugIsland,BMSC10,4.5,28,3,"3, 4",3,4
BMSC8_EGL8.5m22042024BaeriaRocksNorthN,BMSC8,8.5,3,4,"4, 3",4,3
BMSC8_EGL8.5m22042024BaeriaRocksNorthN,BMSC8,8.5,4,3,"4, 3",4,3
BMSC8_EGL8.5m22042024BaeriaRocksNorthN,BMSC8,8.5,5,3,"4, 3",4,3
BMSC8_EGL8.5m22042024BaeriaRocksNorthN,BMSC8,8.5,6,3,"4, 3",4,3
BMSC8_EGL8.5m22042024BaeriaRocksNorthN,BMSC8,8.5,7,4,"4, 3",4,3
BMSC8_EGL8.5m22042024BaeriaRocksNorthN,BMSC8,8.5,8,3,"4, 3",4,3
BMSC8_EGL8.5m22042024BaeriaRocksNorthN,BMSC8,8.5,9,3,"4, 3",4,3
BMSC8_EGL8.5m22042024BaeriaRocksNorthN,BMSC8,8.5,10,3,"4, 3",4,3
BMSC8_EGL8.5m22042024BaeriaRocksNorthN,BMSC8,8.5,11,3,"4, 3",4,3
BMSC8_EGL8.5m22042024BaeriaRocksNorthN,BMSC8,8.5,12,3,"4, 3",4,3
BMSC8_EGL8.5m22042024BaeriaRocksNorthN,BMSC8,8.5,13,4,"4, 3",4,3
BMSC8_EGL8.5m22042024BaeriaRocksNorthN,BMSC8,8.5,14,4,"4, 3",4,3
BMSC8_EGL8.5m22042024BaeriaRocksNorthN,BMSC8,8.5,15,4,"4, 3",4,3
BMSC8_EGL8.5m22042024BaeriaRocksNorthN,BMSC8,8.5,16,4,"4, 3",4,3
BMSC8_EGL8.5m22042024BaeriaRocksNorthN,BMSC8,8.5,17,4,"4, 3",4,3
BMSC8_EGL8.5m22042024BaeriaRocksNorthN,BMSC8,8.5,18,4,"4, 3",4,3
BMSC8_EGL8.5m22042024BaeriaRocksNorthN,BMSC8,8.5,19,4,"4, 3",4,3
BMSC8_EGL8.5m22042024BaeriaRocksNorthN,BMSC8,8.5,20,4,"4, 3",4,3
BMSC8_EGL8.5m22042024BaeriaRocksNorthN,BMSC8,8.5,21,4,"4, 3",4,3
BMSC8_EGL8.5m22042024BaeriaRocksNorthN,BMSC8,8.5,22,4,"4, 3",4,3
BMSC8_EGL8.5m22042024BaeriaRocksNorthN,BMSC8,8.5,23,4,"4, 3",4,3
BMSC12_TB7m26042024WizardN,BMSC12,7.0,3,4,"4, 3",4,3
BMSC12_TB7m26042024WizardN,BMSC12,7.0,4,3,"4, 3",4,3
BMSC12_TB7m26042024WizardN,BMSC12,7.0,5,4,"4, 3",4,3
BMSC12_TB7m26042024WizardN,BMSC12,7.0,6,3,"4, 3",4,3
BMSC12_TB7m26042024WizardN,BMSC12,7.0,7,3,"4, 3",4,3
BMSC12_TB7m26042024WizardN,BMSC12,7.0,8,3,"4, 3",4,3
BMSC12_TB7m26042024WizardN,BMSC12,7.0,9,3,"4, 3",4,3
BMSC12_TB7m26042024WizardN,BMSC12,7.0,10,4,"4, 3",4,3
BMSC12_TB7m26042024WizardN,BMSC12,7.0,11,4,"4, 3",4,3
BMSC12_TB7m26042024WizardN,BMSC12,7.0,12,4,"4, 3",4,3
BMSC12_TB7m26042024WizardN,BMSC12,7.0,13,4,"4, 3",4,3
BMSC12_TB7m26042024WizardN,BMSC12,7.0,14,4,"4, 3",4,3
BMSC12_TB7m26042024WizardN,BMSC12,7.0,15,4,"4, 3",4,3
BMSC12_TB7m26042024WizardN,BMSC12,7.0,16,4,"4, 3",4,3
BMSC12_TB7m26042024WizardN,BMSC12,7.0,17,4,"4, 3",4,3
BMSC12_TB7m26042024WizardN,BMSC12,7.0,18,4,"4, 3",4,3
BMSC12_TB7m26042024WizardN,BMSC12,7.0,19,no photo,"4, 3",4,3
BMSC12_TB7m26042024WizardN,BMSC12,7.0,20,4,"4, 3",4,3
BMSC12_TB7m26042024WizardN,BMSC12,7.0,21,4,"4, 3",4,3
BMSC12_TB7m26042024WizardN,BMSC12,7.0,22,4,"4, 3",4,3
BMSC12_TB7m26042024WizardN,BMSC12,7.0,23,4,"4, 3",4,3
BMSC12_TB7m26042024WizardN,BMSC12,7.0,24,4,"4, 3",4,3
BMSC12_TB7m26042024WizardN,BMSC12,7.0,25,4,"4, 3",4,3
BMSC12_TB7m26042024WizardN,BMSC12,7.0,26,4,"4, 3",4,3
BMSC25_TB6m23042024GobyTown,BMSC25,5.5,2,3,"3, 3",3,3
BMSC25_TB6m23042024GobyTown,BMSC25,5.5,3,3,"3, 3",3,3
BMSC25_TB6m23042024GobyTown,BMSC25,5.5,4,3,"3, 3",3,3
BMSC25_TB6m23042024GobyTown,BMSC25,5.5,5,3,"3, 3",3,3
BMSC25_TB6m23042024GobyTown,BMSC25,5.5,6,3,"3, 3",3,3
BMSC25_TB6m23042024GobyTown,BMSC25,5.5,7,3,"3, 3",3,3
BMSC25_TB6m23042024GobyTown,BMSC25,5.5,8,3,"3, 3",3,3
BMSC25_TB6m23042024GobyTown,BMSC25,5.5,9,3,"3, 3",3,3
BMSC25_TB6m23042024GobyTown,BMSC25,5.5,10,3,"3, 3",3,3
BMSC25_TB6m23042024GobyTown,BMSC25,5.5,11,3,"3, 3",3,3
BMSC25_TB6m23042024GobyTown,BMSC25,5.5,12,3,"3, 3",3,3
BMSC25_TB6m23042024GobyTown,BMSC25,5.5,13,3,"3, 3",3,3
BMSC25_TB6m23042024GobyTown,BMSC25,5.5,14,3,"3, 3",3,3
BMSC25_TB6m23042024GobyTown,BMSC25,5.5,15,3,"3, 3",3,3
BMSC25_TB6m23042024GobyTown,BMSC25,5.5,16,3,"3, 3",3,3
BMSC25_TB6m23042024GobyTown,BMSC25,5.5,17,3,"3, 3",3,3
BMSC25_TB6m23042024GobyTown,BMSC25,5.5,18,3,"3, 3",3,3
BMSC25_TB6m23042024GobyTown,BMSC25,5.5,19,3,"3, 3",3,3
BMSC25_TB6m23042024GobyTown,BMSC25,5.5,20,3,"3, 3",3,3
BMSC25_TB6m23042024GobyTown,BMSC25,5.5,21,3,"3, 3",3,3
BMSC25_TB6m23042024GobyTown,BMSC25,5.5,22,3,"3, 3",3,3
BMSC25_TB6m23042024GobyTown,BMSC25,5.5,23,3,"3, 3",3,3
BMSC25_TB6m23042024GobyTown,BMSC25,5.5,24,3,"3, 3",3,3
BMSC25_TB6m23042024GobyTown,BMSC25,5.5,25,3,"3, 3",3,3
BMSC25_TB6m23042024GobyTown,BMSC25,5.5,26,3,"3, 3",3,3
BMSC25_TB6m23042024GobyTown,BMSC25,5.5,27,3,"3, 3",3,3
BMSC25_TB6m23042024GobyTown,BMSC25,5.5,28,3,"3, 3",3,3
BMSC25_TB6m23042024GobyTown,BMSC25,5.5,29,3,"3, 3",3,3
BMSC25_TB6m23042024GobyTown,BMSC25,5.5,30,3,"3, 3",3,3
BMSC25_TB6m23042024GobyTown,BMSC25,5.5,31,3,"3, 3",3,3
BMSC24_CMA5.5m24042024SwissBoy,BMSC24,5.5,2,4,"4, 3",4,3
BMSC24_CMA5.5m24042024SwissBoy,BMSC24,5.5,3,4,"4, 3",4,3
BMSC24_CMA5.5m24042024SwissBoy,BMSC24,5.5,4,4,"4, 3",4,3
BMSC24_CMA5.5m24042024SwissBoy,BMSC24,5.5,5,4,"4, 3",4,3
BMSC24_CMA5.5m24042024SwissBoy,BMSC24,5.5,6,4,"4, 3",4,3
BMSC24_CMA5.5m24042024SwissBoy,BMSC24,5.5,7,3,"4, 3",4,3
BMSC24_CMA5.5m24042024SwissBoy,BMSC24,5.5,8,3,"4, 3",4,3
BMSC24_CMA5.5m24042024SwissBoy,BMSC24,5.5,9,3,"4, 3",4,3
BMSC24_CMA5.5m24042024SwissBoy,BMSC24,5.5,10,3,"4, 3",4,3
BMSC24_CMA5.5m24042024SwissBoy,BMSC24,5.5,11,3,"4, 3",4,3
BMSC24_CMA5.5m24042024SwissBoy,BMSC24,5.5,12,4,"4, 3",4,3
BMSC24_CMA5.5m24042024SwissBoy,BMSC24,5.5,13,4,"4, 3",4,3
BMSC24_CMA5.5m24042024SwissBoy,BMSC24,5.5,14,4,"4, 3",4,3
BMSC24_CMA5.5m24042024SwissBoy,BMSC24,5.5,15,4,"4, 3",4,3
BMSC24_CMA5.5m24042024SwissBoy,BMSC24,5.5,16,4,"4, 3",4,3
BMSC24_CMA5.5m24042024SwissBoy,BMSC24,5.5,17,4,"4, 3",4,3
BMSC24_CMA5.5m24042024SwissBoy,BMSC24,5.5,18,4,"4, 3",4,3
BMSC24_CMA5.5m24042024SwissBoy,BMSC24,5.5,19,4,"4, 3",4,3
BMSC24_CMA5.5m24042024SwissBoy,BMSC24,5.5,20,4,"4, 3",4,3
BMSC24_CMA5.5m24042024SwissBoy,BMSC24,5.5,21,4,"4, 3",4,3
BMSC24_CMA5.5m24042024SwissBoy,BMSC24,5.5,22,4,"4, 3",4,3
BMSC24_CMA5.5m24042024SwissBoy,BMSC24,5.5,23,4,"4, 3",4,3
BMSC23_VDG6.7m3052024AguilarPoint,BMSC23,6.7,3,3,"4, 3",4,3
BMSC23_VDG6.7m3052024AguilarPoint,BMSC23,6.7,4,4,"4, 3",4,3
