Transect,site_code,depth,Photo_num,photo_score,transect_score,dominant_score,secondary_score
BMSC23_VDG6.7m3052024AguilarPoint,BMSC23,6.7,5,4,"4, 3",4,3
BMSC23_VDG6.7m3052024AguilarPoint,BMSC23,6.7,6,4,"4, 3",4,3
BMSC23_VDG6.7m3052024AguilarPoint,BMSC23,6.7,7,4,"4, 3",4,3
BMSC23_VDG6.7m3052024AguilarPoint,BMSC23,6.7,8,4,"4, 3",4,3
BMSC23_VDG6.7m3052024AguilarPoint,BMSC23,6.7,9,3,"4, 3",4,3
BMSC23_VDG6.7m3052024AguilarPoint,BMSC23,6.7,10,4,"4, 3",4,3
BMSC23_VDG6.7m3052024AguilarPoint,BMSC23,6.7,11,4,"4, 3",4,3
BMSC23_VDG6.7m3052024AguilarPoint,BMSC23,6.7,12,4,"4, 3",4,3
BMSC23_VDG6.7m3052024AguilarPoint,BMSC23,6.7,13,3,"4, 3",4,3
BMSC23_VDG6.7m3052024AguilarPoint,BMSC23,6.7,14,3,"4, 3",4,3
BMSC23_VDG6.7m3052024AguilarPoint,BMSC23,6.7,15,4,"4, 3",4,3
BMSC23_VDG6.7m3052024AguilarPoint,BMSC23,6.7,16,3,"4, 3",4,3
BMSC23_VDG6.7m3052024AguilarPoint,BMSC23,6.7,17,4,"4, 3",4,3
BMSC23_VDG6.7m3052024AguilarPoint,BMSC23,6.7,18,3,"4, 3",4,3
BMSC23_VDG6.7m3052024AguilarPoint,BMSC23,6.7,19,3,"4, 3",4,3
BMSC23_VDG6.7m3052024AguilarPoint,BMSC23,6.7,20,3,"4, 3",4,3
BMSC23_VDG6.7m3052024AguilarPoint,BMSC23,6.7,21,3,"4, 3",4,3
BMSC23_VDG6.7m3052024AguilarPoint,BMSC23,6.7,22,4,"4, 3",4,3
BMSC23_VDG6.7m3052024AguilarPoint,BMSC23,6.7,23,3,"4, 3",4,3
BMSC23_VDG6.7m3052024AguilarPoint,BMSC23,6.7,24,4,"4, 3",4,3
BMSC23_VDG6.7m3052024AguilarPoint,BMSC23,6.7,25,4,"4, 3",4,3
BMSC23_VDG6.7m3052024AguilarPoint,BMSC23,6.7,26,4,"4, 3",4,3
BMSC14_VDG6m1052024EffinghamArchipelago,BMSC14,6.0,3,4,"4, 3",4,3
BMSC14_VDG6m1052024EffinghamArchipelago,BMSC14,6.0,4,3,"4, 3",4,3
BMSC14_VDG6m1052024EffinghamArchipelago,BMSC14,6.0,5,4,"4, 3",4,3
BMSC14_VDG6m1052024EffinghamArchipelago,BMSC14,6.0,6,3,"4, 3",4,3
BMSC14_VDG6m1052024EffinghamArchipelago,BMSC14,6.0,7,4,"4, 3",4,3
BMSC14_VDG6m1052024EffinghamArchipelago,BMSC14,6.0,8,3,"4, 3",4,3
BMSC14_VDG6m1052024EffinghamArchipelago,BMSC14,6.0,9,4,"4, 3",4,3
BMSC14_VDG6m1052024EffinghamArchipelago,BMSC14,6.0,10,3,"4, 3",4,3
BMSC14_VDG6m1052024EffinghamArchipelago,BMSC14,6.0,11,4,"4, 3",4,3
BMSC14_VDG6m1052024EffinghamArchipelago,BMSC14,6.0,12,4,"4, 3",4,3
BMSC14_VDG6m1052024EffinghamArchipelago,BMSC14,6.0,13,4,"4, 3",4,3
BMSC14_VDG6m1052024EffinghamArchipelago,BMSC14,6.0,14,4,"4, 3",4,3
BMSC14_VDG6m1052024EffinghamArchipelago,BMSC14,6.0,15,4,"4, 3",4,3
BMSC14_VDG6m1052024EffinghamArchipelago,BMSC14,6.0,16,3,"4, 3",4,3
BMSC14_VDG6m1052024EffinghamArchipelago,BMSC14,6.0,17,4,"4, 3",4,3
BMSC14_VDG6m1052024EffinghamArchipelago,BMSC14,6.0,18,3,"4, 3",4,3
BMSC14_VDG6m1052024EffinghamArchipelago,BMSC14,6.0,19,4,"4, 3",4,3
BMSC14_VDG6m1052024EffinghamArchipelago,BMSC14,6.0,20,3,"4, 3",4,3
BMSC14_VDG6m1052024EffinghamArchipelago,BMSC14,6.0,21,4,"4, 3",4,3
BMSC14_VDG6m1052024EffinghamArchipelago,BMSC14,6.0,22,4,"4, 3",4,3
BMSC14_VDG6m1052024EffinghamArchipelago,BMSC14,6.0,23,4,"4, 3",4,3
BMSC14_VDG6m1052024EffinghamArchipelago,BMSC14,6.0,24,4,"4, 3",4,3
BMSC14_VDG6m1052024EffinghamArchipelago,BMSC14,6.0,25,3,"4, 3",4,3
BMSC19_CMA8.5m25042024EdKingSWPyramid,BMSC19,8.5,2,4,"4, 3",4,3
BMSC19_CMA8.5m25042024EdKingSWPyramid,BMSC19,8.5,3,4,"4, 3",4,3
BMSC19_CMA8.5m25042024EdKingSWPyramid,BMSC19,8.5,4,3,"4, 3",4,3
BMSC19_CMA8.5m25042024EdKingSWPyramid,BMSC19,8.5,5,3,"4, 3",4,3
BMSC19_CMA8.5m25042024EdKingSWPyramid,BMSC19,8.5,6,3,"4, 3",4,3
BMSC19_CMA8.5m25042024EdKingSWPyramid,BMSC19,8.5,7,3,"4, 3",4,3
BMSC19_CMA8.5m25042024EdKingSWPyramid,BMSC19,8.5,8,3,"4, 3",4,3
BMSC19_CMA8.5m25042024EdKingSWPyramid,BMSC19,8.5,9,4,"4, 3",4,3
BMSC19_CMA8.5m25042024EdKingSWPyramid,BMSC19,8.5,10,some school of larvae in way,"4, 3",4,3
BMSC19_CMA8.5m25042024EdKingSWPyramid,BMSC19,8.5,11,4,"4, 3",4,3
BMSC19_CMA8.5m25042024EdKingSWPyramid,BMSC19,8.5,12,4,"4, 3",4,3
BMSC19_CMA8.5m25042024EdKingSWPyramid,BMSC19,8.5,13,4,"4, 3",4,3
BMSC19_CMA8.5m25042024EdKingSWPyramid,BMSC19,8.5,14,4,"4, 3",4,3
BMSC19_CMA8.5m25042024EdKingSWPyramid,BMSC19,8.5,15,4,"4, 3",4,3
BMSC19_CMA8.5m25042024EdKingSWPyramid,BMSC19,8.5,16,4,"4, 3",4,3
BMSC19_CMA8.5m25042024EdKingSWPyramid,BMSC19,8.5,17,same school,"4, 3",4,3
BMSC19_CMA8.5m25042024EdKingSWPyramid,BMSC19,8.5,18,4,"4, 3",4,3
BMSC19_CMA8.5m25042024EdKingSWPyramid,BMSC19,8.5,19,same school,"4, 3",4,3
BMSC19_CMA8.5m25042024EdKingSWPyramid,BMSC19,8.5,20,3,"4, 3",4,3
BMSC19_CMA8.5m25042024EdKingSWPyramid,BMSC19,8.5,21,4,"4, 3",4,3
BMSC19_CMA8.5m25042024EdKingSWPyramid,BMSC19,8.5,22,4,"4, 3",4,3
BMSC19_CMA8.5m25042024EdKingSWPyramid,BMSC19,8.5,23,3,"4, 3",4,3
BMSC19_CMA8.5m25042024EdKingSWPyramid,BMSC19,8.5,24,4,"4, 3",4,3
