Lat,Lon,Time Range,Vessel IDs,Apparent Fishing Hours
48.870000,-125.250000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",1,0.42
48.920000,-125.460000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",1,0.86
48.910000,-125.470000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",3,8.95
48.940000,-125.220000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",2,5.13
48.880000,-125.090000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",3,3.16
48.890000,-125.370000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",1,0.37
48.910000,-125.260000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",3,5.98
48.990000,-125.340000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",1,4.05
48.950000,-125.040000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",2,3.17
48.890000,-125.050000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",1,3.32
48.950000,-125.080000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",1,1.95
48.850000,-125.340000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",1,2.00
48.910000,-125.340000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",1,1.74
48.870000,-125.280000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",1,1.14
48.860000,-125.130000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",2,3.42
48.890000,-125.110000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",1,1.30
48.870000,-125.490000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",1,0.82
48.890000,-125.200000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",1,5.46
48.880000,-125.080000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",2,4.14
48.870000,-125.180000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",1,0.73
48.850000,-125.320000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",2,18.69
48.900000,-125.300000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",1,1.03
48.880000,-125.280000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",1,0.61
48.940000,-125.320000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",1,2.73
48.910000,-125.230000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",1,0.92
48.950000,-125.250000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",2,1.49
48.920000,-125.010000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",1,3.45
48.900000,-125.330000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",1,0.85
48.970000,-125.100000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",1,2.40
48.960000,-125.390000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",1,1.25
48.940000,-125.190000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",1,2.42
48.960000,-125.350000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",1,0.79
