Transect,Photo#,photo score,transect score,#urchins,#snails,primary_sub,secondary_sub,,"Notes (% cover for each, other important things to know etc.)",,Total snails,Real total snails,,Total snails,real total snails
BMSC1_CMA5m25042024DodgerChannel,21,4,"4, 3",3,9,7,7,,"100% solid rock,  1 black urchin,  ---- good vis",,,,,,
BMSC1_CMA5m25042024DodgerChannel,22,4,"4, 3",2,3,7,7,,"100% solid rock, one black urchin, one urchin visible by spines only, --- good vis",,,,,,
BMSC1_CMA5m25042024DodgerChannel,23,4,"4, 3",4,70,7,3,,"75% solid rock with 25% shell hash in one large strip, one black urchin, one urchin visible only by spines, --- ok to good vis",So many snails in this one that is impossible to count them all,,,,,
BMSC1_CMA5m25042024DodgerChannel,24,4,"4, 3",0,16,7,7,,"100% solid rock, lots of upright corallines, one urchin visible by spines only, --- good vis",,,,,,
BMSC25_EGL6m23042024GobyTown,3,3,"3, 4",0,0,4,5,,"80% pebbles with a large cobble, --- good vis",,12,17,,,
BMSC25_EGL6m23042024GobyTown,4,4,"3, 4",0,2,7,2,,"80% solid rock with a patch of sandy sediment in the background, -- good vis",,,,,,
BMSC25_EGL6m23042024GobyTown,5,3,"3, 4",1,0,5,2,,"95% cobble with a small patch of sand, one black urchin, --- ok vis",,,,,,
BMSC25_EGL6m23042024GobyTown,6,3,"3, 4",0,1,5,6,,"75% cobble with one boulder, one urchin oof, --- good vis",,,,,,
BMSC25_EGL6m23042024GobyTown,7,3,"3, 4",0,0,5,5,,"100% cobble, lots of cucu, --- good vis",,,,,,
BMSC25_EGL6m23042024GobyTown,8,3,"3, 4",1,0,5,5,,"100% cobble, lots of cucu, one urchin oof, --- good vis",,,,,,
BMSC25_EGL6m23042024GobyTown,9,3,"3, 4",0,0,6,5,,"50% boulders and 45% cobble, lots of cucu, one urchin oof, -- good vis",,,,,,
BMSC25_EGL6m23042024GobyTown,10,3,"3, 4",4,2,6,5,,"90% boulders with a few cobbles on top, --- ok vis",,,,,,
BMSC25_EGL6m23042024GobyTown,11,3,"3, 4",2,0,6,2,,"90% boulders with a patch of sand and a couple cobbles, one black urchin,  -- good vis",,,,,,
BMSC25_EGL6m23042024GobyTown,12,4,"3, 4",1,1,6,6,,"100% boulders, one urchin oof, --- good vis",,,,,,
BMSC25_EGL6m23042024GobyTown,13,4,"3, 4",2,0,6,6,,"100% boulders, one urchin oof, -- good vis",,,,,,
BMSC25_EGL6m23042024GobyTown,14,4,"3, 4",0,0,5,2,,"95% larrge cobble with a couple patches of sand, -- good vis",,,,,,
BMSC25_EGL6m23042024GobyTown,15,3,"3, 4",1,0,5,2,,"90% cobble of a range of sizes with a couples patches of sand, --- ok to good vis",,,,,,
BMSC25_EGL6m23042024GobyTown,16,3,"3, 4",0,1,5,5,,"100% cobble, lots of cucu -- good vis",,,,,,
BMSC25_EGL6m23042024GobyTown,17,3,"3, 4",1,0,6,5,,"70% boulders with a section of some cobble and a little bi tof sand,  --- good vis",,,,,,
BMSC25_EGL6m23042024GobyTown,18,4,"3, 4",2,0,7,2,,"60% solid rock and 25% sand, --- ok vis",,,,,,
BMSC25_EGL6m23042024GobyTown,19,4,"3, 4",0,0,6,5,,"90% boulders and some cobble and pebbles mixed in the troughs, one urchin oof, --- good vis",,,,,,
BMSC25_EGL6m23042024GobyTown,20,4,"3, 4",2,0,7,6,,"90% solid rock with a couple of boulders, one black urchin, --- good vis",,,,,,
BMSC25_EGL6m23042024GobyTown,21,3,"3, 4",2,4,5,2,,"60% cobbles and 40% sand, one black urchin, --- good vis",,,,,,
BMSC25_EGL6m23042024GobyTown,22,3,"3, 4",0,1,6,5,,"55% boulders and 45% cobbles, --- good vis",,,,,,
BMSC25_EGL6m23042024GobyTown,23,4,"3, 4",0,0,6,4,,"90% boulders and some patches of cobbles, one urchin oof, --- good vis",,,,,,
BMSC8_TB7m22042024BaeriaRocksNorth,4,3,"3, 4",2,8,4,3,,"50% shell hash and roughly 50% pebbles, one urchin oof, --- ok vis",,137,362,,,
BMSC8_TB7m22042024BaeriaRocksNorth,5,3,"3, 4",4,7,4,3,,"40% shell hash and 50% pebbles, one large boulder, 2 black urchins, --- ok vis",,,,,,
BMSC8_TB7m22042024BaeriaRocksNorth,6,3,"3, 4",9,8,5,3,,"40% cobbles, 30% shell hash and some boulders, -- ok vis",,,,,,
BMSC8_TB7m22042024BaeriaRocksNorth,7,3,"3, 4",2,5,5,4,,"40% cobbles, 40% pebbles and 20% shell hash, --- ok vis",,,,,,
BMSC8_TB7m22042024BaeriaRocksNorth,8,3,"3, 4",3,2,5,3,,"65% cobbles, with around 30% shell hash, one urchin oof, --- low vis",,,,,,
BMSC8_TB7m22042024BaeriaRocksNorth,9,3,"3, 4",3,0,5,6,,"75% cobble and one large boulder around 20%, --- very poor vis",,,,,,
BMSC8_TB7m22042024BaeriaRocksNorth,10,3,"3, 4",5,3,5,3,,"70% cobble with 30% shell hash, --- low to ok vis",,,,,,
BMSC8_TB7m22042024BaeriaRocksNorth,11,3,"3, 4",6,12,5,3,,"80% cobble and 20% shell hash, -- ok vis",,,,,,
BMSC8_TB7m22042024BaeriaRocksNorth,12,3,"3, 4",1,2,5,3,,"70% cobble, 30% shell hash, --- ok vis",,,,,,
BMSC8_TB7m22042024BaeriaRocksNorth,13,3,"3, 4",3,0,4,3,,"60% pebble and 40% shell hash, --- ok vis",,,,,,
BMSC8_TB7m22042024BaeriaRocksNorth,14,3,"3, 4",6,5,4,3,,"50% pebbles, 30% shell hash, and 20% cobbles, -- low vis",,,,,,
BMSC8_TB7m22042024BaeriaRocksNorth,15,3,"3, 4",9,0,3,4,,"50% shell hash, 50% pebbles, -- poor vis",,,,,,
BMSC8_TB7m22042024BaeriaRocksNorth,16,3,"3, 4",3,5,4,3,,"80% pebbles with 20% shell hash, one urchin oof, --- ok vis",,,,,,
BMSC8_TB7m22042024BaeriaRocksNorth,17,3,"3, 4",7,0,4,3,,"50% pebbles, 30% shell hash and 20% boulder, one urchin oof, -- low vis",,,,,,
BMSC8_TB7m22042024BaeriaRocksNorth,18,3,"3, 4",5,10,5,3,,"50% cobbles, 30% shell hash, and 20% pebbles, --- ok vis",,,,,,
BMSC8_TB7m22042024BaeriaRocksNorth,19,3,"3, 4",2,1,6,5,,"55% boulders, 30% cobbles and remainder shell hash, --- ok vis",,,,,,
BMSC8_TB7m22042024BaeriaRocksNorth,20,3,"3, 4",3,14,3,5,,"50% shell hash, 545% cobbles, --- ok vis",,,,,,
BMSC8_TB7m22042024BaeriaRocksNorth,21,3,"3, 4",2,2,6,5,,"80% boulders, 15% cobbles.,  5% shell hash, --- low to ok vis",,,,,,
BMSC8_TB7m22042024BaeriaRocksNorth,22,3,"3, 4",7,7,6,5,,"50% boulders, 25% cobbles and 25% shell hash, -- low to ok vis",,,,,,
BMSC8_TB7m22042024BaeriaRocksNorth,23,3,"3, 4",7,2,4,5,,"40% pebbles, 35% cobbles, and 25% shell hash --- poor to low vis",,,,,,
BMSC8_TB7m22042024BaeriaRocksNorth,24,4,"3, 4",5,1,6,5,,70% boulder and 35% cobbles and some shells,,,,,,
BMSC8_TB7m22042024BaeriaRocksNorth,25,3,"3, 4",2,2,7,5,,"50% solid rock, 40% cobbles and remainder shell hash, --- low vis",,,,,,
BMSC8_TB7m22042024BaeriaRocksNorth,26,4,"3, 4",5,1,6,5,,"60% boulder with 40% cobble surrounding, --low to ok vis",,,,,,
BMSC8_TB7m22042024BaeriaRocksNorth,27,4,"3, 4",2,13,6,5,,"75% boulder with 25% cobbles surrounding, --- ok vis",,,,,,
BMSC8_TB7m22042024BaeriaRocksNorth,28,3,"3, 4",1,2,5,5,,"100% cobble with one very large cobble, --- low vis",,,,,,
BMSC8_TB7m22042024BaeriaRocksNorth,29,3,"3, 4",4,5,5,3,,"99% large cobble, little bits of shell hash, --- ok vis",,,,,,
BMSC8_TB7m22042024BaeriaRocksNorth,30,3,"3, 4",3,5,5,3,,"99% large cobble with a little bit of shell hash, --- ok vis",,,,,,
BMSC8_TB7m22042024BaeriaRocksNorth,31,3,"3, 4",1,7,5,3,,"95% cobbles with some shell hash a bit of sand, one urchin oof. --- ok vis",,,,,,
BMSC8_TB7m22042024BaeriaRocksNorth,32,3,"3, 4",1,5,5,2,,"85% cobble with 10% sand and some shell hash, -- ok vis",,,,,,
BMSC8_TB7m22042024BaeriaRocksNorth,33,3,"3, 4",3,0,5,6,,"50% cobble, 30% boulders, 20% sand, one urchin oof, --- ok vis",,,,,,
BMSC8_TB7m22042024BaeriaRocksNorth,34,3,"3, 4",0,0,5,6,,"60% cobble, 20% boulders and 15% sand, some shells, ---- poor vis, out of focus",,,,,,
BMSC8_TB7m22042024BaeriaRocksNorth,35,3,"3, 4",0,3,5,2,,"80% cobble with 10% sand and some shell hash, --- ok vis",,,,,,
BMSC8_TB7m22042024BaeriaRocksNorth,36,3,"3, 4",2,0,5,2,,"80% cobble and 15% sand and some shell hash, --- ok vis","photo shows sand on top of the urchin, maybe illustrating how sandy sediments can be bad for them",,,,,
BMSC5_EGL6.5m23042024TaylorRock,3,4,"4, 3",,,,,,,,,,,,
BMSC5_EGL6.5m23042024TaylorRock,4,4,"4, 3",,,,,,,,,,,,
BMSC5_EGL6.5m23042024TaylorRock,5,3,"4, 3",,,,,,,,,,,,
BMSC5_EGL6.5m23042024TaylorRock,6,4,"4, 3",,,,,,,,,,,,
BMSC5_EGL6.5m23042024TaylorRock,7,4,"4, 3",,,,,,,,,,,,
BMSC5_EGL6.5m23042024TaylorRock,8,3,"4, 3",,,,,,,,,,,,
BMSC5_EGL6.5m23042024TaylorRock,9,4,"4, 3",,,,,,,,,,,,
BMSC5_EGL6.5m23042024TaylorRock,10,4,"4, 3",,,,,,,,,,,,
BMSC5_EGL6.5m23042024TaylorRock,11,4,"4, 3",,,,,,,,,,,,
BMSC5_EGL6.5m23042024TaylorRock,12,4,"4, 3",,,,,,,,,,,,
BMSC5_EGL6.5m23042024TaylorRock,13,4,"4, 3",,,,,,,,,,,,
BMSC5_EGL6.5m23042024TaylorRock,14,4,"4, 3",,,,,,,,,,,,
BMSC5_EGL6.5m23042024TaylorRock,15,4,"4, 3",,,,,,,,,,,,
BMSC5_EGL6.5m23042024TaylorRock,16,4,"4, 3",,,,,,,,,,,,
BMSC5_EGL6.5m23042024TaylorRock,17,4,"4, 3",,,,,,,,,,,,
BMSC5_EGL6.5m23042024TaylorRock,18,4,"4, 3",,,,,,,,,,,,
BMSC5_EGL6.5m23042024TaylorRock,19,4,"4, 3",,,,,,,,,,,,
BMSC5_EGL6.5m23042024TaylorRock,20,4,"4, 3",,,,,,,,,,,,
BMSC5_EGL6.5m23042024TaylorRock,21,4,"4, 3",,,,,,,,,,,,
BMSC5_EGL6.5m23042024TaylorRock,22,4,"4, 3",,,,,,,,,,,,
BMSC5_EGL6.5m23042024TaylorRock,23,4,"4, 3",,,,,,,,,,,,
BMSC4_CMA8.5m29042024Kiixin,2,4,"4, 2",,,,,,,,,,,,
BMSC4_CMA8.5m29042024Kiixin,3,2,"4, 2",,,,,,,,,,,,
BMSC4_CMA8.5m29042024Kiixin,4,2,"4, 2",,,,,,,,,,,,
BMSC4_CMA8.5m29042024Kiixin,5,2,"4, 2",,,,,,,,,,,,
BMSC4_CMA8.5m29042024Kiixin,6,4,"4, 2",,,,,,,,,,,,
BMSC4_CMA8.5m29042024Kiixin,7,4,"4, 2",,,,,,,,,,,,
BMSC4_CMA8.5m29042024Kiixin,8,4,"4, 2",,,,,,,,,,,,
BMSC4_CMA8.5m29042024Kiixin,9,4,"4, 2",,,,,,,,,,,,
BMSC4_CMA8.5m29042024Kiixin,10,4,"4, 2",,,,,,,,,,,,
BMSC4_CMA8.5m29042024Kiixin,11,4,"4, 2",,,,,,,,,,,,
BMSC4_CMA8.5m29042024Kiixin,12,4,"4, 2",,,,,,,,,,,,
BMSC4_CMA8.5m29042024Kiixin,13,4,"4, 2",,,,,,,,,,,,
BMSC4_CMA8.5m29042024Kiixin,14,4,"4, 2",,,,,,,,,,,,
BMSC4_CMA8.5m29042024Kiixin,15,4,"4, 2",,,,,,,,,,,,
BMSC4_CMA8.5m29042024Kiixin,16,4,"4, 2",,,,,,,,,,,,
BMSC4_CMA8.5m29042024Kiixin,17,4,"4, 2",,,,,,,,,,,,
BMSC4_CMA8.5m29042024Kiixin,18,4,"4, 2",,,,,,,,,,,,
BMSC4_CMA8.5m29042024Kiixin,19,4,"4, 2",,,,,,,,,,,,
BMSC4_CMA8.5m29042024Kiixin,20,4,"4, 2",,,,,,,,,,,,
BMSC4_CMA8.5m29042024Kiixin,21,4,"4, 2",,,,,,,,,,,,
BMSC4_CMA8.5m29042024Kiixin,22,4,"4, 2",,,,,,,,,,,,
BMSC4_CMA8.5m29042024Kiixin,23,4,"4, 2",,,,,,,,,,,,
BMSC4_CMA8.5m29042024Kiixin,24,4,"4, 2",,,,,,,,,,,,
BMSC4_CMA8.5m29042024Kiixin,25,4,"4, 2",,,,,,,,,,,,
BMSC4_CMA8.5m29042024Kiixin,26,4,"4, 2",,,,,,,,,,,,
BMSC5_TB6m23042024TaylorRock,3,4,"3, 4",,,,,,,,,,,,
BMSC5_TB6m23042024TaylorRock,4,3,"3, 4",,,,,,,,,,,,
BMSC5_TB6m23042024TaylorRock,5,3,"3, 4",,,,,,,,,,,,
BMSC5_TB6m23042024TaylorRock,6,3,"3, 4",,,,,,,,,,,,
BMSC5_TB6m23042024TaylorRock,7,4,"3, 4",,,,,,,,,,,,
BMSC5_TB6m23042024TaylorRock,8,3,"3, 4",,,,,,,,,,,,
BMSC5_TB6m23042024TaylorRock,9,3,"3, 4",,,,,,,,,,,,
BMSC5_TB6m23042024TaylorRock,10,3,"3, 4",,,,,,,,,,,,
BMSC5_TB6m23042024TaylorRock,11,3,"3, 4",,,,,,,,,,,,
BMSC5_TB6m23042024TaylorRock,12,3,"3, 4",,,,,,,,,,,,
BMSC5_TB6m23042024TaylorRock,13,3,"3, 4",,,,,,,,,,,,
BMSC5_TB6m23042024TaylorRock,14,same as 13,"3, 4",,,,,,,,,,,,
BMSC5_TB6m23042024TaylorRock,15,3,"3, 4",,,,,,,,,,,,
BMSC5_TB6m23042024TaylorRock,16,3,"3, 4",,,,,,,,,,,,
BMSC5_TB6m23042024TaylorRock,17,3,"3, 4",,,,,,,,,,,,
BMSC5_TB6m23042024TaylorRock,18,3,"3, 4",,,,,,,,,,,,
BMSC5_TB6m23042024TaylorRock,19,3,"3, 4",,,,,,,,,,,,
BMSC5_TB6m23042024TaylorRock,20,3,"3, 4",,,,,,,,,,,,
BMSC5_TB6m23042024TaylorRock,21,3,"3, 4",,,,,,,,,,,,
BMSC5_TB6m23042024TaylorRock,22,3,"3, 4",,,,,,,,,,,,
BMSC5_TB6m23042024TaylorRock,23,3,"3, 4",,,,,,,,,,,,
BMSC5_TB6m23042024TaylorRock,24,3,"3, 4",,,,,,,,,,,,
BMSC5_TB6m23042024TaylorRock,25,4,"3, 4",,,,,,,,,,,,
BMSC5_TB6m23042024TaylorRock,26,4,"3, 4",,,,,,,,,,,,
BMSC5_TB6m23042024TaylorRock,27,4,"3, 4",,,,,,,,,,,,
BMSC5_TB6m23042024TaylorRock,28,4,"3, 4",,,,,,,,,,,,
BMSC5_TB6m23042024TaylorRock,29,3,"3, 4",,,,,,,,,,,,
BMSC5_TB6m23042024TaylorRock,30,3,"3, 4",,,,,,,,,,,,
BMSC15_VDG6.5m1052024RaymondKelp,3,kelp,"4, 2",,,,,,,,,,,,
BMSC15_VDG6.5m1052024RaymondKelp,4,2,"4, 2",,,,,,"some photos have almost the entire field of view as kelp, should this be coded as kelp",,,,,,
BMSC15_VDG6.5m1052024RaymondKelp,5,4,"4, 2",,,,,,,,,,,,
BMSC15_VDG6.5m1052024RaymondKelp,6,2,"4, 2",,,,,,,,,,,,
BMSC15_VDG6.5m1052024RaymondKelp,7,4,"4, 2",,,,,,,,,,,,
BMSC15_VDG6.5m1052024RaymondKelp,8,4,"4, 2",,,,,,,,,,,,
BMSC15_VDG6.5m1052024RaymondKelp,9,4,"4, 2",,,,,,,,,,,,
BMSC15_VDG6.5m1052024RaymondKelp,10,3,"4, 2",,,,,,,,,,,,
BMSC15_VDG6.5m1052024RaymondKelp,11,4,"4, 2",,,,,,,,,,,,
BMSC15_VDG6.5m1052024RaymondKelp,12,4,"4, 2",,,,,,,,,,,,
BMSC15_VDG6.5m1052024RaymondKelp,13,4,"4, 2",,,,,,,,,,,,
BMSC15_VDG6.5m1052024RaymondKelp,14,4,"4, 2",,,,,,,,,,,,
BMSC15_VDG6.5m1052024RaymondKelp,15,4,"4, 2",,,,,,,,,,,,
BMSC15_VDG6.5m1052024RaymondKelp,16,4,"4, 2",,,,,,,,,,,,
BMSC15_VDG6.5m1052024RaymondKelp,17,4,"4, 2",,,,,,,,,,,,
BMSC15_VDG6.5m1052024RaymondKelp,18,4,"4, 2",,,,,,,,,,,,
BMSC15_VDG6.5m1052024RaymondKelp,19,4,"4, 2",,,,,,,,,,,,
BMSC15_VDG6.5m1052024RaymondKelp,20,4,"4, 2",,,,,,,,,,,,
BMSC15_VDG6.5m1052024RaymondKelp,21,4,"4, 2",,,,,,,,,,,,
BMSC15_VDG6.5m1052024RaymondKelp,22,4,"4, 2",,,,,,,,,,,,
BMSC15_VDG6.5m1052024RaymondKelp,23,4,"4, 2",,,,,,,,,,,,
BMSC15_VDG6.5m1052024RaymondKelp,24,4,"4, 2",,,,,,,,,,,,
BMSC15_VDG6.5m1052024RaymondKelp,25,4,"4, 2",,,,,,,,,,,,
BMSC15_VDG6.5m1052024RaymondKelp,26,4,"4, 2",,,,,,,,,,,,
BMSC15_VDG6.5m1052024RaymondKelp,27,4,"4, 2",,,,,,,,,,,,
BMSC15_VDG6.5m1052024RaymondKelp,28,4,"4, 2",,,,,,,,,,,,
BMSC15_VDG6.5m1052024RaymondKelp,29,4,"4, 2",,,,,,,,,,,,
BMSC15_VDG6.5m1052024RaymondKelp,30,4,"4, 2",,,,,,,,,,,,
BMSC26_TB8m24042024HosieSouth,3,4,"4, 3",,,,,,"lots of kelp present in these photos, also lots of sediment over the rocks, maybe 4, 3 doesn’t fully describe this site",,,,,,
BMSC26_TB8m24042024HosieSouth,4,4,"4, 3",,,,,,,,,,,,
BMSC26_TB8m24042024HosieSouth,5,4,"4, 3",,,,,,,,,,,,
BMSC26_TB8m24042024HosieSouth,6,4,"4, 3",,,,,,,,,,,,
BMSC26_TB8m24042024HosieSouth,7,4,"4, 3",,,,,,,,,,,,
BMSC26_TB8m24042024HosieSouth,8,4,"4, 3",,,,,,,,,,,,
BMSC26_TB8m24042024HosieSouth,9,4,"4, 3",,,,,,,,,,,,
BMSC26_TB8m24042024HosieSouth,10,4,"4, 3",,,,,,,,,,,,
BMSC26_TB8m24042024HosieSouth,11,4,"4, 3",,,,,,,,,,,,
BMSC26_TB8m24042024HosieSouth,12,4,"4, 3",,,,,,,,,,,,
BMSC26_TB8m24042024HosieSouth,13,4,"4, 3",,,,,,,,,,,,
BMSC26_TB8m24042024HosieSouth,14,4,"4, 3",,,,,,,,,,,,
BMSC26_TB8m24042024HosieSouth,15,4,"4, 3",,,,,,,,,,,,
BMSC26_TB8m24042024HosieSouth,16,4,"4, 3",,,,,,,,,,,,
BMSC26_TB8m24042024HosieSouth,17,4,"4, 3",,,,,,,,,,,,
BMSC26_TB8m24042024HosieSouth,18,4,"4, 3",,,,,,,,,,,,
BMSC26_TB8m24042024HosieSouth,19,3,"4, 3",,,,,,,,,,,,
BMSC26_TB8m24042024HosieSouth,20,all kelp,"4, 3",,,,,,,,,,,,
BMSC26_TB8m24042024HosieSouth,21,4,"4, 3",,,,,,,,,,,,
BMSC26_TB8m24042024HosieSouth,22,3,"4, 3",,,,,,,,,,,,
BMSC26_TB8m24042024HosieSouth,23,4,"4, 3",,,,,,,,,,,,
BMSC26_TB8m24042024HosieSouth,24,3,"4, 3",,,,,,,,,,,,
BMSC26_TB8m24042024HosieSouth,25,4,"4, 3",,,,,,,,,,,,
BMSC26_TB8m24042024HosieSouth,26,4,"4, 3",,,,,,,,,,,,
BMSC26_TB8m24042024HosieSouth,27,all kelp,"4, 3",,,,,,,,,,,,
BMSC26_TB8m24042024HosieSouth,28,4,"4, 3",,,,,,,,,,,,
BMSC22_VDG5.5m30042024DixonInside,3,4,"3, 4",,,,,,,,,,,,
BMSC22_VDG5.5m30042024DixonInside,4,3,"3, 4",,,,,,,,,,,,
BMSC22_VDG5.5m30042024DixonInside,5,3,"3, 4",,,,,,,,,,,,
BMSC22_VDG5.5m30042024DixonInside,6,3,"3, 4",,,,,,,,,,,,
BMSC22_VDG5.5m30042024DixonInside,7,3,"3, 4",,,,,,,,,,,,
BMSC22_VDG5.5m30042024DixonInside,8,3,"3, 4",,,,,,,,,,,,
BMSC22_VDG5.5m30042024DixonInside,9,3,"3, 4",,,,,,,,,,,,
BMSC22_VDG5.5m30042024DixonInside,10,3,"3, 4",,,,,,,,,,,,
BMSC22_VDG5.5m30042024DixonInside,11,3,"3, 4",,,,,,,,,,,,
BMSC22_VDG5.5m30042024DixonInside,12,2,"3, 4",,,,,,,,,,,,
BMSC22_VDG5.5m30042024DixonInside,13,3,"3, 4",,,,,,,,,,,,
BMSC22_VDG5.5m30042024DixonInside,14,3,"3, 4",,,,,,,,,,,,
BMSC22_VDG5.5m30042024DixonInside,15,3,"3, 4",,,,,,,,,,,,
BMSC22_VDG5.5m30042024DixonInside,16,3,"3, 4",,,,,,,,,,,,
BMSC22_VDG5.5m30042024DixonInside,17,3,"3, 4",,,,,,,,,,,,
BMSC22_VDG5.5m30042024DixonInside,18,3,"3, 4",,,,,,,,,,,,
BMSC22_VDG5.5m30042024DixonInside,19,3,"3, 4",,,,,,,,,,,,
BMSC22_VDG5.5m30042024DixonInside,20,3,"3, 4",,,,,,,,,,,,
BMSC22_VDG5.5m30042024DixonInside,21,3,"3, 4",,,,,,,,,,,,
BMSC22_VDG5.5m30042024DixonInside,22,3,"3, 4",,,,,,,,,,,,
BMSC22_VDG5.5m30042024DixonInside,23,3,"3, 4",,,,,,,,,,,,
BMSC22_VDG5.5m30042024DixonInside,24,4,"3, 4",,,,,,,,,,,,
BMSC22_VDG5.5m30042024DixonInside,25,4,"3, 4",,,,,,,,,,,,
BMSC22_VDG5.5m30042024DixonInside,26,4,"3, 4",,,,,,,,,,,,
BMSC22_VDG5.5m30042024DixonInside,27,4,"3, 4",,,,,,,,,,,,
BMSC22_VDG5.5m30042024DixonInside,28,4,"3, 4",,,,,,,,,,,,
BMSC22_VDG5.5m30042024DixonInside,29,4,"3, 4",,,,,,,,,,,,
BMSC24_TB10m24042024SwissBoy,4,4,"4, 3",,,,,,"redo this one later, lots of tough between 3 and 4",,,,,,
BMSC24_TB10m24042024SwissBoy,5,4,"4, 3",,,,,,,,,,,,
BMSC24_TB10m24042024SwissBoy,6,3,"4, 3",,,,,,,,,,,,
BMSC24_TB10m24042024SwissBoy,7,4,"4, 3",,,,,,,,,,,,
BMSC24_TB10m24042024SwissBoy,8,4,"4, 3",,,,,,,,,,,,
BMSC24_TB10m24042024SwissBoy,9,4,"4, 3",,,,,,,,,,,,
BMSC24_TB10m24042024SwissBoy,10,4,"4, 3",,,,,,,,,,,,
BMSC24_TB10m24042024SwissBoy,11,3,"4, 3",,,,,,,,,,,,
BMSC24_TB10m24042024SwissBoy,12,3,"4, 3",,,,,,,,,,,,
BMSC24_TB10m24042024SwissBoy,13,3,"4, 3",,,,,,,,,,,,
BMSC24_TB10m24042024SwissBoy,14,4,"4, 3",,,,,,,,,,,,
BMSC24_TB10m24042024SwissBoy,15,4,"4, 3",,,,,,,,,,,,
BMSC24_TB10m24042024SwissBoy,16,3,"4, 3",,,,,,,,,,,,
BMSC24_TB10m24042024SwissBoy,17,3,"4, 3",,,,,,,,,,,,
BMSC24_TB10m24042024SwissBoy,18,4,"4, 3",,,,,,,,,,,,
BMSC24_TB10m24042024SwissBoy,19,3,"4, 3",,,,,,,,,,,,
BMSC24_TB10m24042024SwissBoy,20,4,"4, 3",,,,,,,,,,,,
BMSC24_TB10m24042024SwissBoy,21,4,"4, 3",,,,,,,,,,,,
BMSC24_TB10m24042024SwissBoy,22,4,"4, 3",,,,,,,,,,,,
BMSC24_TB10m24042024SwissBoy,23,4,"4, 3",,,,,,,,,,,,
BMSC24_TB10m24042024SwissBoy,24,4,"4, 3",,,,,,,,,,,,
BMSC24_TB10m24042024SwissBoy,25,4,"4, 3",,,,,,,,,,,,
BMSC24_TB10m24042024SwissBoy,26,4,"4, 3",,,,,,,,,,,,
BMSC1_TB6m25042024Dodger,2,4,"4, 3",,,,,,,,,,,,
BMSC1_TB6m25042024Dodger,3,4,"4, 3",,,,,,,,,,,,
BMSC1_TB6m25042024Dodger,4,3,"4, 3",,,,,,,,,,,,
BMSC1_TB6m25042024Dodger,5,3,"4, 3",,,,,,,,,,,,
BMSC1_TB6m25042024Dodger,6,3,"4, 3",,,,,,,,,,,,
BMSC1_TB6m25042024Dodger,7,3,"4, 3",,,,,,,,,,,,
BMSC1_TB6m25042024Dodger,8,4,"4, 3",,,,,,,,,,,,
BMSC1_TB6m25042024Dodger,9,3,"4, 3",,,,,,,,,,,,
BMSC1_TB6m25042024Dodger,10,3,"4, 3",,,,,,,,,,,,
BMSC1_TB6m25042024Dodger,11,4,"4, 3",,,,,,,,,,,,
BMSC1_TB6m25042024Dodger,12,4,"4, 3",,,,,,,,,,,,
BMSC1_TB6m25042024Dodger,13,4,"4, 3",,,,,,,,,,,,
BMSC1_TB6m25042024Dodger,14,4,"4, 3",,,,,,,,,,,,
BMSC1_TB6m25042024Dodger,15,4,"4, 3",,,,,,,,,,,,
BMSC1_TB6m25042024Dodger,16,4,"4, 3",,,,,,,,,,,,
BMSC1_TB6m25042024Dodger,17,4,"4, 3",,,,,,,,,,,,
BMSC1_TB6m25042024Dodger,18,4,"4, 3",,,,,,,,,,,,
BMSC1_TB6m25042024Dodger,19,4,"4, 3",,,,,,,,,,,,
BMSC1_TB6m25042024Dodger,20,4,"4, 3",,,,,,,,,,,,
BMSC1_TB6m25042024Dodger,21,4,"4, 3",,,,,,,,,,,,
BMSC1_TB6m25042024Dodger,22,4,"4, 3",,,,,,,,,,,,
BMSC1_TB6m25042024Dodger,23,2,"4, 3",,,,,,,,,,,,
BMSC1_TB6m25042024Dodger,24,4,"4, 3",,,,,,,,,,,,
BMSC1_TB6m25042024Dodger,25,4,"4, 3",,,,,,,,,,,,
BMSC1_TB6m25042024Dodger,26,4,"4, 3",,,,,,,,,,,,
BMSC18_JMS8.5m02052024_EussenRock,5,4,"4, 3",,,,,,,,,,,,
BMSC18_JMS8.5m02052024_EussenRock,6,4,"4, 3",,,,,,,,,,,,
BMSC18_JMS8.5m02052024_EussenRock,7,4,"4, 3",,,,,,,,,,,,
BMSC18_JMS8.5m02052024_EussenRock,8,4,"4, 3",,,,,,,,,,,,
BMSC18_JMS8.5m02052024_EussenRock,9,4,"4, 3",,,,,,,,,,,,
BMSC18_JMS8.5m02052024_EussenRock,10,4,"4, 3",,,,,,,,,,,,
BMSC18_JMS8.5m02052024_EussenRock,11,4,"4, 3",,,,,,,,,,,,
BMSC18_JMS8.5m02052024_EussenRock,12,4,"4, 3",,,,,,,,,,,,
BMSC18_JMS8.5m02052024_EussenRock,13,4,"4, 3",,,,,,,,,,,,
BMSC18_JMS8.5m02052024_EussenRock,14,4,"4, 3",,,,,,,,,,,,
BMSC18_JMS8.5m02052024_EussenRock,15,4,"4, 3",,,,,,,,,,,,
BMSC18_JMS8.5m02052024_EussenRock,16,4,"4, 3",,,,,,,,,,,,
BMSC18_JMS8.5m02052024_EussenRock,17,4,"4, 3",,,,,,,,,,,,
