site_code,site_name,latitude,longitude,survey_date,depth,program,visibility,hour,survey_latitude,survey_longitude,method,block,phylum,class,order,family,species_name,reporting_name,size_class,total,biomass,geom
BMSC12,Wizard Island North,48.86,-125.16,2022-05-03,5,RLS,3,12:15:00,,,1,1,Chordata,Actinopterygii,Perciformes,Hexagrammidae,Hexagrammos decagrammus,Hexagrammos decagrammus,25,5,1160.7806,POINT (-125.16000366210938 48.86000061035156)
BMSC12,Wizard Island North,48.86,-125.16,2022-05-03,5,RLS,3,12:15:00,,,1,1,Chordata,Actinopterygii,Perciformes,Hexagrammidae,Hexagrammos decagrammus,Hexagrammos decagrammus,30,3,1032.016,POINT (-125.16000366210938 48.86000061035156)
BMSC12,Wizard Island North,48.86,-125.16,2022-05-03,5,RLS,3,12:15:00,,,1,1,Chordata,Actinopterygii,Scorpaeniformes,Hexagrammidae,Ophiodon elongatus,Ophiodon elongatus,40,1,296.3178,POINT (-125.16000366210938 48.86000061035156)
BMSC12,Wizard Island North,48.86,-125.16,2022-05-03,5,RLS,3,12:15:00,,,1,1,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes caurinus,Sebastes caurinus,20,1,162.7257,POINT (-125.16000366210938 48.86000061035156)
BMSC12,Wizard Island North,48.86,-125.16,2022-05-03,5,RLS,3,12:15:00,,,1,1,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes melanops,Sebastes melanops,20,5,813.6285,POINT (-125.16000366210938 48.86000061035156)
BMSC12,Wizard Island North,48.86,-125.16,2023-05-16,9,RLS,2,12:50:00,,,1,1,Chordata,Actinopterygii,Perciformes,Hexagrammidae,Hexagrammos decagrammus,Hexagrammos decagrammus,25,1,232.1561,POINT (-125.16000366210938 48.86000061035156)
BMSC12,Wizard Island North,48.86,-125.16,2023-05-16,6.5,RLS,1,12:54:00,,,1,1,Chordata,Actinopterygii,Perciformes,Hexagrammidae,Hexagrammos decagrammus,Hexagrammos decagrammus,20,1,150.0203,POINT (-125.16000366210938 48.86000061035156)
BMSC11,Wizard Island South,48.86,-125.16,2023-05-16,7.5,RLS,2,10:07:00,,,1,2,Chordata,Actinopterygii,Perciformes,Hexagrammidae,Hexagrammos decagrammus,Hexagrammos decagrammus,25,1,232.1561,POINT (-125.16000366210938 48.86000061035156)
BMSC11,Wizard Island South,48.86,-125.16,2023-05-16,7.5,RLS,2,10:07:00,,,1,2,Chordata,Actinopterygii,Perciformes,Hexagrammidae,Hexagrammos decagrammus,Hexagrammos decagrammus,30,1,344.0053,POINT (-125.16000366210938 48.86000061035156)
BMSC11,Wizard Island South,48.86,-125.16,2023-05-16,5.5,RLS,1,10:12:00,,,1,2,Chordata,Actinopterygii,Perciformes,Hexagrammidae,Hexagrammos decagrammus,Hexagrammos decagrammus,15,2,134.1157,POINT (-125.16000366210938 48.86000061035156)
BMSC11,Wizard Island South,48.86,-125.16,2023-05-16,5.5,RLS,1,10:12:00,,,1,2,Chordata,Actinopterygii,Perciformes,Hexagrammidae,Hexagrammos decagrammus,Hexagrammos decagrammus,30,1,344.0053,POINT (-125.16000366210938 48.86000061035156)
BMSC11,Wizard Island South,48.86,-125.16,2023-05-16,5.5,RLS,1,10:12:00,,,1,2,Chordata,Actinopterygii,Perciformes,Hexagrammidae,Hexagrammos decagrammus,Hexagrammos decagrammus,40,1,619.0955,POINT (-125.16000366210938 48.86000061035156)
KCCA19,Wizard Island North Kelp,48.86,-125.16,2023-06-08,5.5,RLS,1,10:30:00,,,1,1,Chordata,Actinopterygii,Perciformes,Hexagrammidae,Hexagrammos decagrammus,Hexagrammos decagrammus,20,1,150.0203,POINT (-125.16000366210938 48.86000061035156)
BMSC11,Wizard Island South,48.86,-125.16,2021-05-03,5.5,RLS,7,10:30:00,,,1,2,Chordata,Actinopterygii,Perciformes,Hexagrammidae,Hexagrammos decagrammus,Hexagrammos decagrammus,15,1,67.0579,POINT (-125.16000366210938 48.86000061035156)
BMSC11,Wizard Island South,48.86,-125.16,2021-05-03,5.5,RLS,7,10:30:00,,,1,1,Chordata,Actinopterygii,Perciformes,Hexagrammidae,Hexagrammos decagrammus,Hexagrammos decagrammus,15,1,67.0579,POINT (-125.16000366210938 48.86000061035156)
BMSC11,Wizard Island South,48.86,-125.16,2021-05-03,5.5,RLS,7,10:30:00,,,1,1,Ctenophora,Tentaculata,Lobata,Bolinopsidae,Bolinopsis infundibulum,Bolinopsis infundibulum,0,1,,POINT (-125.16000366210938 48.86000061035156)
BMSC12,Wizard Island North,48.86,-125.16,2021-05-03,5.5,RLS,6,12:20:00,,,1,1,Chordata,Actinopterygii,Perciformes,Hexagrammidae,Hexagrammos decagrammus,Hexagrammos decagrammus,20,1,150.0203,POINT (-125.16000366210938 48.86000061035156)
BMSC12,Wizard Island North,48.86,-125.16,2021-05-03,5.5,RLS,6,12:20:00,,,1,1,Chordata,Actinopterygii,Perciformes,Hexagrammidae,Hexagrammos decagrammus,Hexagrammos decagrammus,25,2,464.3122,POINT (-125.16000366210938 48.86000061035156)
BMSC12,Wizard Island North,48.86,-125.16,2021-05-03,5.5,RLS,6,12:20:00,,,1,2,Chordata,Actinopterygii,Perciformes,Hexagrammidae,Hexagrammos decagrammus,Hexagrammos decagrammus,10,4,75.7016,POINT (-125.16000366210938 48.86000061035156)
BMSC12,Wizard Island North,48.86,-125.16,2021-05-03,5.5,RLS,6,12:20:00,,,1,2,Chordata,Actinopterygii,Perciformes,Hexagrammidae,Hexagrammos decagrammus,Hexagrammos decagrammus,15,5,335.2894,POINT (-125.16000366210938 48.86000061035156)
BMSC12,Wizard Island North,48.86,-125.16,2021-05-03,5.5,RLS,6,12:20:00,,,1,2,Chordata,Actinopterygii,Perciformes,Hexagrammidae,Hexagrammos decagrammus,Hexagrammos decagrammus,25,2,464.3122,POINT (-125.16000366210938 48.86000061035156)
BMSC12,Wizard Island North,48.86,-125.16,2021-05-03,5.5,RLS,6,12:20:00,,,1,2,Chordata,Actinopterygii,Perciformes,Hexagrammidae,Hexagrammos decagrammus,Hexagrammos decagrammus,30,2,688.0106,POINT (-125.16000366210938 48.86000061035156)
BMSC12,Wizard Island North,48.86,-125.16,2021-05-03,5.5,RLS,6,12:20:00,,,1,2,Chordata,Actinopterygii,Scorpaeniformes,Hexagrammidae,Hexagrammos stelleri,Hexagrammos stelleri,15,1,64.071,POINT (-125.16000366210938 48.86000061035156)
BMSC12,Wizard Island North,48.86,-125.16,2021-05-03,5.5,RLS,6,12:20:00,,,1,2,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes melanops,Sebastes melanops,15,1,73.4918,POINT (-125.16000366210938 48.86000061035156)
BMSC11,Wizard Island South,48.86,-125.16,2022-05-03,8.5,RLS,3,9:50:00,,,1,1,Chordata,Actinopterygii,Perciformes,Gobiidae,Rhinogobiops nicholsii,Rhinogobiops nicholsii,5,1,2.2561,POINT (-125.16000366210938 48.86000061035156)
BMSC11,Wizard Island South,48.86,-125.16,2022-05-03,8.5,RLS,3,9:50:00,,,1,1,Chordata,Actinopterygii,Perciformes,Gobiidae,Rhinogobiops nicholsii,Rhinogobiops nicholsii,7.5,2,15.5407,POINT (-125.16000366210938 48.86000061035156)
BMSC11,Wizard Island South,48.86,-125.16,2022-05-03,8.5,RLS,3,9:50:00,,,1,1,Chordata,Actinopterygii,Perciformes,Gobiidae,Rhinogobiops nicholsii,Rhinogobiops nicholsii,12.5,2,73.8089,POINT (-125.16000366210938 48.86000061035156)
BMSC11,Wizard Island South,48.86,-125.16,2022-05-03,4,RLS,3,9:59:00,,,1,2,Chordata,Actinopterygii,Perciformes,Embiotocidae,Embiotoca lateralis,Embiotoca lateralis,15,3,361.4458,POINT (-125.16000366210938 48.86000061035156)
BMSC11,Wizard Island South,48.86,-125.16,2022-05-03,4,RLS,3,9:59:00,,,1,2,Chordata,Actinopterygii,Perciformes,Hexagrammidae,Hexagrammos decagrammus,Hexagrammos decagrammus,15,1,67.0579,POINT (-125.16000366210938 48.86000061035156)
BMSC11,Wizard Island South,48.86,-125.16,2022-05-03,4,RLS,3,9:59:00,,,1,2,Chordata,Actinopterygii,Perciformes,Hexagrammidae,Hexagrammos decagrammus,Hexagrammos decagrammus,25,2,464.3122,POINT (-125.16000366210938 48.86000061035156)
BMSC12,Wizard Island North,48.86,-125.16,2022-05-03,5,RLS,3,12:15:00,,,1,2,Chordata,Actinopterygii,Perciformes,Embiotocidae,Rhacochilus vacca,Rhacochilus vacca,12.5,2,138.9391,POINT (-125.16000366210938 48.86000061035156)
BMSC12,Wizard Island North,48.86,-125.16,2022-05-03,5,RLS,3,12:15:00,,,1,2,Chordata,Actinopterygii,Perciformes,Hexagrammidae,Hexagrammos decagrammus,Hexagrammos decagrammus,12.5,2,75.9337,POINT (-125.16000366210938 48.86000061035156)
BMSC12,Wizard Island North,48.86,-125.16,2022-05-03,5,RLS,3,12:15:00,,,1,2,Chordata,Actinopterygii,Perciformes,Hexagrammidae,Hexagrammos decagrammus,Hexagrammos decagrammus,15,3,201.1736,POINT (-125.16000366210938 48.86000061035156)
BMSC12,Wizard Island North,48.86,-125.16,2022-05-03,5,RLS,3,12:15:00,,,1,2,Chordata,Actinopterygii,Perciformes,Hexagrammidae,Hexagrammos decagrammus,Hexagrammos decagrammus,20,4,600.0812,POINT (-125.16000366210938 48.86000061035156)
BMSC12,Wizard Island North,48.86,-125.16,2022-05-03,5,RLS,3,12:15:00,,,1,2,Chordata,Actinopterygii,Perciformes,Hexagrammidae,Hexagrammos decagrammus,Hexagrammos decagrammus,25,7,1625.0928,POINT (-125.16000366210938 48.86000061035156)
BMSC12,Wizard Island North,48.86,-125.16,2022-05-03,5,RLS,3,12:15:00,,,1,2,Chordata,Actinopterygii,Perciformes,Hexagrammidae,Hexagrammos decagrammus,Hexagrammos decagrammus,40,1,619.0955,POINT (-125.16000366210938 48.86000061035156)
BMSC12,Wizard Island North,48.86,-125.16,2022-05-03,5,RLS,3,12:15:00,,,1,1,Chordata,Actinopterygii,Perciformes,Embiotocidae,Rhacochilus vacca,Rhacochilus vacca,12.5,3,208.4087,POINT (-125.16000366210938 48.86000061035156)
BMSC12,Wizard Island North,48.86,-125.16,2022-05-03,5,RLS,3,12:15:00,,,1,1,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes melanops,Sebastes melanops,25,1,250.4119,POINT (-125.16000366210938 48.86000061035156)
BMSC12,Wizard Island North,48.86,-125.16,2023-05-16,9,RLS,2,12:50:00,,,1,2,Chordata,Actinopterygii,Perciformes,Gobiidae,Rhinogobiops nicholsii,Rhinogobiops nicholsii,7.5,2,15.5407,POINT (-125.16000366210938 48.86000061035156)
BMSC12,Wizard Island North,48.86,-125.16,2023-05-16,9,RLS,2,12:50:00,,,1,2,Chordata,Actinopterygii,Perciformes,Hexagrammidae,Hexagrammos decagrammus,Hexagrammos decagrammus,20,1,150.0203,POINT (-125.16000366210938 48.86000061035156)
BMSC12,Wizard Island North,48.86,-125.16,2023-05-16,6.5,RLS,1,12:54:00,,,1,1,Chordata,Actinopterygii,Perciformes,Hexagrammidae,Hexagrammos decagrammus,Hexagrammos decagrammus,12.5,1,37.9668,POINT (-125.16000366210938 48.86000061035156)
BMSC12,Wizard Island North,48.86,-125.16,2023-05-16,6.5,RLS,1,12:54:00,,,1,2,Chordata,Actinopterygii,Perciformes,Hexagrammidae,Hexagrammos decagrammus,Hexagrammos decagrammus,25,1,232.1561,POINT (-125.16000366210938 48.86000061035156)
BMSC12,Wizard Island North,48.86,-125.16,2023-05-16,6.5,RLS,1,12:54:00,,,1,2,Chordata,Actinopterygii,Perciformes,Hexagrammidae,Hexagrammos decagrammus,Hexagrammos decagrammus,30,2,688.0106,POINT (-125.16000366210938 48.86000061035156)
BMSC12,Wizard Island North,48.86,-125.16,2023-05-16,6.5,RLS,1,12:54:00,,,1,2,Chordata,Actinopterygii,Scorpaeniformes,Hexagrammidae,Ophiodon elongatus,Ophiodon elongatus,40,1,296.3178,POINT (-125.16000366210938 48.86000061035156)
BMSC12,Wizard Island North,48.86,-125.16,2023-05-16,6.5,RLS,1,12:54:00,,,1,2,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes caurinus,Sebastes caurinus,20,1,162.7257,POINT (-125.16000366210938 48.86000061035156)
BMSC11,Wizard Island South,48.86,-125.16,2023-05-16,7.5,RLS,2,10:07:00,,,1,2,Chordata,Actinopterygii,Perciformes,Gobiidae,Rhinogobiops nicholsii,Rhinogobiops nicholsii,5,1,2.2561,POINT (-125.16000366210938 48.86000061035156)
BMSC11,Wizard Island South,48.86,-125.16,2023-05-16,7.5,RLS,2,10:07:00,,,1,2,Chordata,Actinopterygii,Perciformes,Gobiidae,Rhinogobiops nicholsii,Rhinogobiops nicholsii,7.5,1,7.7703,POINT (-125.16000366210938 48.86000061035156)
BMSC11,Wizard Island South,48.86,-125.16,2023-05-16,7.5,RLS,2,10:07:00,,,1,2,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes melanops,Sebastes melanops,20,1,162.7257,POINT (-125.16000366210938 48.86000061035156)
BMSC11,Wizard Island South,48.86,-125.16,2023-05-16,7.5,RLS,2,10:07:00,,,1,1,Chordata,Actinopterygii,Perciformes,Hexagrammidae,Hexagrammos decagrammus,Hexagrammos decagrammus,25,1,232.1561,POINT (-125.16000366210938 48.86000061035156)
BMSC11,Wizard Island South,48.86,-125.16,2023-05-16,5.5,RLS,1,10:12:00,,,1,1,Chordata,Actinopterygii,Perciformes,Hexagrammidae,Hexagrammos decagrammus,Hexagrammos decagrammus,25,1,232.1561,POINT (-125.16000366210938 48.86000061035156)
BMSC11,Wizard Island South,48.86,-125.16,2023-05-16,5.5,RLS,1,10:12:00,,,1,2,Chordata,Actinopterygii,Perciformes,Hexagrammidae,Hexagrammos decagrammus,Hexagrammos decagrammus,20,1,150.0203,POINT (-125.16000366210938 48.86000061035156)
BMSC11,Wizard Island South,48.86,-125.16,2023-05-16,5.5,RLS,1,10:12:00,,,1,2,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Embiotocidae spp.,,12.5,1,,POINT (-125.16000366210938 48.86000061035156)
KCCA19,Wizard Island North Kelp,48.86,-125.16,2023-06-08,5.5,RLS,1,10:30:00,,,1,1,Chordata,Actinopterygii,Perciformes,Hexagrammidae,Hexagrammos decagrammus,Hexagrammos decagrammus,25,1,232.1561,POINT (-125.16000366210938 48.86000061035156)
KCCA19,Wizard Island North Kelp,48.86,-125.16,2023-06-08,5.5,RLS,1,10:30:00,,,1,1,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes caurinus,Sebastes caurinus,20,1,162.7257,POINT (-125.16000366210938 48.86000061035156)
KCCA19,Wizard Island North Kelp,48.86,-125.16,2023-06-08,5.5,RLS,1,10:30:00,,,1,2,Chordata,Actinopterygii,Perciformes,Hexagrammidae,Hexagrammos decagrammus,Hexagrammos decagrammus,35,1,483.3065,POINT (-125.16000366210938 48.86000061035156)
BMSC10,Ross Islets Slug Island,48.87,-125.16,2021-04-30,4,RLS,4,12:50:00,,,1,1,Chordata,Actinopterygii,Perciformes,Gobiidae,Rhinogobiops nicholsii,Rhinogobiops nicholsii,12.5,7,258.331,POINT (-125.16000366210938 48.869998931884766)
BMSC10,Ross Islets Slug Island,48.87,-125.16,2021-04-30,4,RLS,4,12:50:00,,,1,1,Chordata,Actinopterygii,Perciformes,Gobiidae,Rhinogobiops nicholsii,Rhinogobiops nicholsii,15,1,64.3548,POINT (-125.16000366210938 48.869998931884766)
BMSC10,Ross Islets Slug Island,48.87,-125.16,2021-04-30,4,RLS,4,12:50:00,,,1,1,Chordata,Actinopterygii,Perciformes,Hexagrammidae,Hexagrammos decagrammus,Hexagrammos decagrammus,7.5,1,7.7132,POINT (-125.16000366210938 48.869998931884766)
BMSC10,Ross Islets Slug Island,48.87,-125.16,2021-04-30,4,RLS,4,12:50:00,,,1,1,Chordata,Actinopterygii,Perciformes,Hexagrammidae,Hexagrammos decagrammus,Hexagrammos decagrammus,10,2,37.8508,POINT (-125.16000366210938 48.869998931884766)
BMSC10,Ross Islets Slug Island,48.87,-125.16,2021-04-30,4,RLS,4,12:50:00,,,1,1,Chordata,Actinopterygii,Perciformes,Hexagrammidae,Hexagrammos decagrammus,Hexagrammos decagrammus,12.5,2,75.9337,POINT (-125.16000366210938 48.869998931884766)
BMSC10,Ross Islets Slug Island,48.87,-125.16,2021-04-30,4,RLS,4,12:50:00,,,1,2,Chordata,Actinopterygii,Perciformes,Gobiidae,Rhinogobiops nicholsii,Rhinogobiops nicholsii,12.5,2,73.8089,POINT (-125.16000366210938 48.869998931884766)
BMSC10,Ross Islets Slug Island,48.87,-125.16,2021-04-30,4,RLS,4,12:50:00,,,1,2,Chordata,Actinopterygii,Perciformes,Hexagrammidae,Hexagrammos decagrammus,Hexagrammos decagrammus,10,3,56.7762,POINT (-125.16000366210938 48.869998931884766)
BMSC10,Ross Islets Slug Island,48.87,-125.16,2021-04-30,4,RLS,4,12:50:00,,,1,2,Chordata,Actinopterygii,Perciformes,Hexagrammidae,Hexagrammos decagrammus,Hexagrammos decagrammus,12.5,3,113.9005,POINT (-125.16000366210938 48.869998931884766)
BMSC10,Ross Islets Slug Island,48.87,-125.16,2021-04-30,4,RLS,4,12:50:00,,,1,2,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes caurinus,Sebastes caurinus,7.5,1,8.6909,POINT (-125.16000366210938 48.869998931884766)
BMSC10,Ross Islets Slug Island,48.87,-125.16,2021-04-30,4,RLS,4,12:50:00,,,1,2,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes caurinus,Sebastes caurinus,10,1,21.0804,POINT (-125.16000366210938 48.869998931884766)
BMSC10,Ross Islets Slug Island,48.87,-125.16,2021-04-30,4,RLS,4,12:50:00,,,1,2,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes caurinus,Sebastes caurinus,12.5,1,41.9142,POINT (-125.16000366210938 48.869998931884766)
BMSC10,Ross Islets Slug Island,48.87,-125.16,2021-04-30,4,RLS,4,12:50:00,,,1,2,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes spp.,Sebastes spp.,5,5,15.336,POINT (-125.16000366210938 48.869998931884766)
BMSC10,Ross Islets Slug Island,48.87,-125.16,2021-04-30,4,RLS,4,12:50:00,,,1,2,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes spp.,Sebastes spp.,7.5,11,113.8698,POINT (-125.16000366210938 48.869998931884766)
BMSC10,Ross Islets Slug Island,48.87,-125.16,2022-05-05,5,RLS,2,11:10:00,,,1,2,Chordata,Actinopterygii,Perciformes,Hexagrammidae,Hexagrammos decagrammus,Hexagrammos decagrammus,20,3,450.0609,POINT (-125.16000366210938 48.869998931884766)
BMSC10,Ross Islets Slug Island,48.87,-125.16,2022-05-05,5,RLS,2,11:10:00,,,1,2,Chordata,Actinopterygii,Perciformes,Hexagrammidae,Hexagrammos decagrammus,Hexagrammos decagrammus,25,4,928.6245,POINT (-125.16000366210938 48.869998931884766)
BMSC10,Ross Islets Slug Island,48.87,-125.16,2022-05-05,5,RLS,2,11:10:00,,,1,1,Chordata,Actinopterygii,Perciformes,Gobiidae,Rhinogobiops nicholsii,Rhinogobiops nicholsii,7.5,2,15.5407,POINT (-125.16000366210938 48.869998931884766)
BMSC10,Ross Islets Slug Island,48.87,-125.16,2022-05-05,5,RLS,2,11:10:00,,,1,1,Chordata,Actinopterygii,Perciformes,Gobiidae,Rhinogobiops nicholsii,Rhinogobiops nicholsii,12.5,5,184.5221,POINT (-125.16000366210938 48.869998931884766)
BMSC10,Ross Islets Slug Island,48.87,-125.16,2022-05-05,5,RLS,2,11:10:00,,,1,1,Chordata,Actinopterygii,Perciformes,Hexagrammidae,Hexagrammos decagrammus,Hexagrammos decagrammus,12.5,3,113.9005,POINT (-125.16000366210938 48.869998931884766)
BMSC10,Ross Islets Slug Island,48.87,-125.16,2022-05-05,5,RLS,2,11:10:00,,,1,1,Chordata,Actinopterygii,Perciformes,Hexagrammidae,Hexagrammos decagrammus,Hexagrammos decagrammus,15,4,268.2315,POINT (-125.16000366210938 48.869998931884766)
BMSC10,Ross Islets Slug Island,48.87,-125.16,2022-05-05,5,RLS,2,11:10:00,,,1,1,Chordata,Actinopterygii,Perciformes,Hexagrammidae,Hexagrammos decagrammus,Hexagrammos decagrammus,20,3,450.0609,POINT (-125.16000366210938 48.869998931884766)
BMSC10,Ross Islets Slug Island,48.87,-125.16,2022-05-05,5,RLS,2,11:10:00,,,1,1,Chordata,Actinopterygii,Perciformes,Hexagrammidae,Hexagrammos decagrammus,Hexagrammos decagrammus,30,2,688.0106,POINT (-125.16000366210938 48.869998931884766)
BMSC10,Ross Islets Slug Island,48.87,-125.16,2022-05-05,5,RLS,2,11:10:00,,,1,1,Chordata,Actinopterygii,Perciformes,Hexagrammidae,Hexagrammos decagrammus,Hexagrammos decagrammus,40,1,619.0955,POINT (-125.16000366210938 48.869998931884766)
BMSC10,Ross Islets Slug Island,48.87,-125.16,2023-05-09,4,RLS,2,10:23:00,,,1,2,Chordata,Actinopterygii,Gasterosteiformes,Aulorhynchidae,Aulorhynchus flavidus,Aulorhynchus flavidus,7.5,80,208.6469,POINT (-125.16000366210938 48.869998931884766)
BMSC10,Ross Islets Slug Island,48.87,-125.16,2023-05-09,4,RLS,2,10:23:00,,,1,2,Chordata,Actinopterygii,Perciformes,Embiotocidae,Brachyistius frenatus,Brachyistius frenatus,10,4,102.9841,POINT (-125.16000366210938 48.869998931884766)
BMSC10,Ross Islets Slug Island,48.87,-125.16,2023-05-09,4,RLS,2,10:23:00,,,1,2,Chordata,Actinopterygii,Perciformes,Embiotocidae,Cymatogaster aggregata,Cymatogaster aggregata,7.5,23,341.6168,POINT (-125.16000366210938 48.869998931884766)
BMSC10,Ross Islets Slug Island,48.87,-125.16,2023-05-09,4,RLS,2,10:23:00,,,1,2,Chordata,Actinopterygii,Perciformes,Hexagrammidae,Hexagrammos decagrammus,Hexagrammos decagrammus,12.5,1,37.9668,POINT (-125.16000366210938 48.869998931884766)
BMSC10,Ross Islets Slug Island,48.87,-125.16,2023-05-09,4,RLS,2,10:23:00,,,1,2,Chordata,Actinopterygii,Perciformes,Hexagrammidae,Hexagrammos decagrammus,Hexagrammos decagrammus,15,1,67.0579,POINT (-125.16000366210938 48.869998931884766)
BMSC10,Ross Islets Slug Island,48.87,-125.16,2023-05-09,4,RLS,2,10:23:00,,,1,2,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes melanops,Sebastes melanops,15,3,220.4756,POINT (-125.16000366210938 48.869998931884766)
BMSC10,Ross Islets Slug Island,48.87,-125.16,2023-05-09,4,RLS,2,10:23:00,,,1,2,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes spp.,Sebastes spp.,7.5,7,72.4626,POINT (-125.16000366210938 48.869998931884766)
BMSC10,Ross Islets Slug Island,48.87,-125.16,2023-05-09,4,RLS,2,10:23:00,,,1,1,Chordata,Actinopterygii,Perciformes,Gobiidae,Rhinogobiops nicholsii,Rhinogobiops nicholsii,5,9,20.305,POINT (-125.16000366210938 48.869998931884766)
BMSC10,Ross Islets Slug Island,48.87,-125.16,2023-05-09,4,RLS,2,10:23:00,,,1,1,Chordata,Actinopterygii,Perciformes,Hexagrammidae,Hexagrammos decagrammus,Hexagrammos decagrammus,25,1,232.1561,POINT (-125.16000366210938 48.869998931884766)
KCCA11,Ross Islets 2,48.87,-125.16,2023-06-12,3.5,RLS,2,10:30:00,,,1,2,Chordata,Actinopterygii,Perciformes,Embiotocidae,Brachyistius frenatus,Brachyistius frenatus,7.5,4,42.9493,POINT (-125.16000366210938 48.869998931884766)
KCCA11,Ross Islets 2,48.87,-125.16,2023-06-12,3.5,RLS,2,10:30:00,,,1,2,Chordata,Actinopterygii,Perciformes,Embiotocidae,Cymatogaster aggregata,Cymatogaster aggregata,10,12,424.9204,POINT (-125.16000366210938 48.869998931884766)
KCCA11,Ross Islets 2,48.87,-125.16,2023-06-12,3.5,RLS,2,10:30:00,,,1,2,Chordata,Actinopterygii,Perciformes,Embiotocidae,Cymatogaster aggregata,Cymatogaster aggregata,12.5,6,416.8174,POINT (-125.16000366210938 48.869998931884766)
KCCA11,Ross Islets 2,48.87,-125.16,2023-06-12,3.5,RLS,2,10:30:00,,,1,2,Chordata,Actinopterygii,Perciformes,Hexagrammidae,Hexagrammos decagrammus,Hexagrammos decagrammus,25,1,232.1561,POINT (-125.16000366210938 48.869998931884766)
KCCA11,Ross Islets 2,48.87,-125.16,2023-06-12,3.5,RLS,2,10:30:00,,,1,2,Chordata,Actinopterygii,Perciformes,Hexagrammidae,Hexagrammos decagrammus,Hexagrammos decagrammus,30,3,1032.016,POINT (-125.16000366210938 48.869998931884766)
KCCA11,Ross Islets 2,48.87,-125.16,2023-06-12,3.5,RLS,2,10:30:00,,,1,2,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes caurinus,Sebastes caurinus,10,2,42.1607,POINT (-125.16000366210938 48.869998931884766)
KCCA11,Ross Islets 2,48.87,-125.16,2023-06-12,3.5,RLS,2,10:30:00,,,1,2,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes caurinus,Sebastes caurinus,15,1,73.4918,POINT (-125.16000366210938 48.869998931884766)
KCCA11,Ross Islets 2,48.87,-125.16,2023-06-12,3.5,RLS,2,10:30:00,,,1,2,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes caurinus,Sebastes caurinus,20,1,162.7257,POINT (-125.16000366210938 48.869998931884766)
KCCA11,Ross Islets 2,48.87,-125.16,2023-06-12,3.5,RLS,2,10:30:00,,,1,1,Chordata,Actinopterygii,Perciformes,Embiotocidae,Rhacochilus vacca,Rhacochilus vacca,15,1,120.4819,POINT (-125.16000366210938 48.869998931884766)
KCCA11,Ross Islets 2,48.87,-125.16,2023-06-12,3.5,RLS,2,10:30:00,,,1,1,Chordata,Actinopterygii,Perciformes,Embiotocidae,Rhacochilus vacca,Rhacochilus vacca,20,1,262.672,POINT (-125.16000366210938 48.869998931884766)
KCCA11,Ross Islets 2,48.87,-125.16,2023-06-12,3.5,RLS,2,10:30:00,,,1,1,Chordata,Actinopterygii,Perciformes,Hexagrammidae,Hexagrammos decagrammus,Hexagrammos decagrammus,7.5,2,15.4265,POINT (-125.16000366210938 48.869998931884766)
KCCA11,Ross Islets 2,48.87,-125.16,2023-06-12,3.5,RLS,2,10:30:00,,,1,1,Chordata,Actinopterygii,Perciformes,Hexagrammidae,Hexagrammos decagrammus,Hexagrammos decagrammus,12.5,1,37.9668,POINT (-125.16000366210938 48.869998931884766)
KCCA11,Ross Islets 2,48.87,-125.16,2023-06-12,3.5,RLS,2,10:30:00,,,1,1,Chordata,Actinopterygii,Perciformes,Hexagrammidae,Hexagrammos decagrammus,Hexagrammos decagrammus,20,1,150.0203,POINT (-125.16000366210938 48.869998931884766)
KCCA11,Ross Islets 2,48.87,-125.16,2023-06-12,3.5,RLS,2,10:30:00,,,1,1,Chordata,Actinopterygii,Perciformes,Hexagrammidae,Hexagrammos decagrammus,Hexagrammos decagrammus,25,2,464.3122,POINT (-125.16000366210938 48.869998931884766)
KCCA11,Ross Islets 2,48.87,-125.16,2023-06-12,3.5,RLS,2,10:30:00,,,1,1,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes maliger,Sebastes maliger,7.5,1,8.6909,POINT (-125.16000366210938 48.869998931884766)
