Year,Month,Day,Hour,Count,Minimum,Average,StdDev,Maximum
2018,10,01,00,  352,90.95,185.44, 37.26,249.05
2018,10,02,00,  534, 5.00,258.57, 89.03,341.44
2018,10,03,00,  473, 0.45,344.50,136.45,360.00
2018,10,04,00,  544,143.71,257.81, 50.55,341.90
2018,10,05,00,    0,  MD  ,  MD  ,  MD  ,  MD  
2018,10,06,00,  533,179.92,290.69, 48.91,355.00
2018,10,07,00,    0,  MD  ,  MD  ,  MD  ,  MD  
2018,10,08,00,  292,11.00,271.72,100.64,356.26
2018,10,09,00,  538,27.19,278.34, 67.84,353.92
2018,10,10,00,  514,13.15,291.27, 51.62,355.00
2018,10,11,00,  531,182.00,289.58, 48.33,357.93
2018,10,12,00,  945,63.91,264.71, 81.76,352.16
2018,10,13,00, 1425,20.30,186.92, 63.91,355.00
2018,10,14,00, 1051,18.00,335.31, 91.03,349.00
2018,10,15,00, 1440,94.70,174.11, 65.24,357.45
2018,10,16,00, 1440,126.00,146.67, 85.24,334.00
2018,10,17,00, 1431, 0.45, 17.15, 97.07,358.75
2018,10,18,00, 1433,136.99,210.81, 50.79,301.00
2018,10,19,00, 1440,11.68,316.90,105.76,340.00
2018,10,20,00, 1440, 3.12,172.77, 68.56,350.95
2018,10,21,00, 1408,24.00,203.55, 68.29,346.00
2018,10,22,00, 1440,140.68,237.29, 59.97,310.00
2018,10,23,00, 1440, 6.07,161.32, 27.50,360.00
2018,10,24,00, 1440,32.50,163.82, 30.10,355.00
2018,10,25,00, 1440,19.04,162.05, 47.02,280.00
2018,10,26,00, 1440, 3.62,207.47, 67.00,356.94
2018,10,27,00, 1438, 1.26,121.24, 90.33,360.00
2018,10,28,00, 1440,42.00,150.32, 94.34,359.58
2018,10,29,00, 1440, 0.19,154.66, 98.81,360.00
2018,10,30,00, 1408, 5.00,175.47, 39.04,353.49
2018,10,31,00, 1440, 2.09,253.68,105.31,360.00
