Year,Month,Day,Hour,Count,Minimum,Average,StdDev,Maximum
2018,05,01,00,  551,126.57,240.24, 27.16,328.98
2018,05,02,00,  538,29.74,272.54, 30.02,350.80
2018,05,03,00,  467,89.43,224.21, 31.22,325.81
2018,05,04,00,  506,143.82,252.32, 35.48,350.00
2018,05,05,00,  572, 3.12,244.89, 41.85,356.66
2018,05,06,00,  564,15.00,247.33, 76.57,351.60
2018,05,07,00,  600, 3.57,240.89, 39.05,359.05
2018,05,08,00,  521,103.76,252.14, 38.16,292.00
2018,05,09,00,  584,12.26,182.50, 42.18,278.52
2018,05,10,00,  608,152.98,247.12, 22.71,326.54
2018,05,11,00,  574,142.01,255.05, 30.99,332.99
2018,05,12,00,  574,190.00,264.70, 27.58,351.07
2018,05,13,00,  579, 2.51,319.54, 89.08,355.00
2018,05,14,00,  557, 5.43,256.19, 36.23,358.00
2018,05,15,00,  303,132.38,231.44, 28.76,341.14
2018,05,16,00,  382,92.78,246.98, 27.98,330.52
2018,05,17,00,  570,145.20,252.98, 32.21,310.20
2018,05,18,00,  355,200.32,258.65, 25.19,316.52
2018,05,19,00,  307,193.30,250.98, 28.33,338.32
2018,05,20,00,  517,202.44,255.91, 24.62,346.68
2018,05,21,00,  593,11.40,265.59, 33.43,354.34
2018,05,22,00,  580,146.82,224.97, 26.87,308.70
2018,05,23,00,  598,122.94,233.11, 21.44,310.60
2018,05,24,00,  496,10.41,244.67, 30.37,355.46
2018,05,25,00,  627,34.59,246.90, 26.38,336.27
2018,05,26,00,  640,194.88,249.71, 23.22,325.53
2018,05,27,00,  651, 3.82,256.10, 29.17,328.00
2018,05,28,00,  617, 0.74,238.87, 44.05,358.09
2018,05,29,00,  643, 8.94,241.60, 51.14,358.20
2018,05,30,00,  590,112.97,238.05, 32.84,351.98
2018,05,31,00,  618,105.12,238.34, 30.89,359.22
