Year,Month,Day,Hour,Count,Minimum,Average,StdDev,Maximum
2018,02,01,00,    0,  MD  ,  MD  ,  MD  ,  MD  
2018,02,02,00,   56,217.00,238.03, 17.99,286.58
2018,02,03,00,    0,  MD  ,  MD  ,  MD  ,  MD  
2018,02,04,00,    0,  MD  ,  MD  ,  MD  ,  MD  
2018,02,05,00,  361, 3.97,250.47, 30.88,355.00
2018,02,06,00,    0,  MD  ,  MD  ,  MD  ,  MD  
2018,02,07,00,    0,  MD  ,  MD  ,  MD  ,  MD  
2018,02,08,00,  395, 5.39,271.60, 48.07,358.90
2018,02,09,00,  338,101.00,201.51, 64.11,331.32
2018,02,10,00,  389, 1.38,319.32,115.04,344.36
2018,02,11,00,  520, 5.00,303.42, 47.01,358.68
2018,02,12,00,  532,153.00,251.20, 50.58,340.43
2018,02,13,00,    0,  MD  ,  MD  ,  MD  ,  MD  
2018,02,14,00,  435, 0.36,302.33, 88.39,355.00
2018,02,15,00,  228,232.00,271.72, 31.39,309.00
2018,02,16,00,  302, 2.99,314.56,122.60,356.00
2018,02,17,00,  385,16.82,268.98, 40.93,356.52
2018,02,18,00,  405, 0.03, 17.81,133.74,360.00
2018,02,19,00,  531, 3.07,237.38, 53.03,355.00
2018,02,20,00,  423, 0.16, 11.26,139.00,360.00
2018,02,21,00,  194, 4.52,  9.34,137.01,360.00
2018,02,22,00,  527, 2.55,323.44,132.20,360.00
2018,02,23,00,  112,80.05,168.48, 35.78,233.00
2018,02,24,00,  420,33.00,328.69,109.91,349.18
2018,02,25,00,  397, 2.11,271.33, 66.75,359.30
2018,02,26,00,  531, 1.74,235.53, 75.93,360.00
2018,02,27,00,  522, 5.01,280.57, 51.18,358.77
2018,02,28,00,    0,  MD  ,  MD  ,  MD  ,  MD  
