Year,Month,Day,Hour,Count,Minimum,Average,StdDev,Maximum
2018,03,01,00,  534, 2.25, 77.51,118.05,360.00
2018,03,02,00,  389, 0.24,303.38,119.56,360.00
2018,03,03,00,  537, 2.01,293.92,116.46,360.00
2018,03,04,00,  519, 3.36,239.74, 78.99,360.00
2018,03,05,00,  317,105.00,182.52, 54.23,313.09
2018,03,06,00,  329, 1.90,315.97, 94.13,360.00
2018,03,07,00,  461, 0.25,339.17,128.58,360.00
2018,03,08,00,    0,  MD  ,  MD  ,  MD  ,  MD  
2018,03,09,00,  553,174.81,255.53, 28.58,328.51
2018,03,10,00,  555, 1.32,294.52,106.91,360.00
2018,03,11,00,  536,164.00,274.08, 61.34,335.59
2018,03,12,00,  576, 0.68,252.79, 97.07,360.00
2018,03,13,00,    0,  MD  ,  MD  ,  MD  ,  MD  
2018,03,14,00,  493,100.36,202.73, 34.65,324.88
2018,03,15,00,  567, 0.01,290.68,117.68,359.87
2018,03,16,00,  555, 0.86,262.85, 64.48,360.00
2018,03,17,00,  339,22.81,240.36, 63.16,346.00
2018,03,18,00,  568, 6.09,242.56, 41.89,356.19
2018,03,19,00,  571, 3.00,247.54, 73.98,360.00
2018,03,20,00,  570,166.62,240.47, 25.61,342.52
2018,03,21,00,  556, 0.95,293.55, 58.47,360.00
2018,03,22,00,  323,69.23,207.85, 50.85,293.34
2018,03,23,00,  150,10.83,100.90,101.91,360.00
2018,03,24,00,  586, 1.43,296.66,111.55,360.00
2018,03,25,00,  461,72.01,174.77, 34.89,256.42
2018,03,26,00,    0,  MD  ,  MD  ,  MD  ,  MD  
2018,03,27,00,  461,26.75,250.29, 35.43,351.95
2018,03,28,00,  531,184.60,246.29, 23.36,352.59
2018,03,29,00,  291, 3.75,273.66,100.49,360.00
2018,03,30,00,  483,100.36,230.05, 26.11,312.43
2018,03,31,00,  521, 1.97,260.68, 42.55,356.97
