Year,Month,Day,Hour,Count,Minimum,Average,StdDev,Maximum
2011,04,01,00,    0,  MD  ,  MD  ,  MD  ,  MD  
2011,04,02,00,    0,  MD  ,  MD  ,  MD  ,  MD  
2011,04,03,00,    0,  MD  ,  MD  ,  MD  ,  MD  
2011,04,04,00,    0,  MD  ,  MD  ,  MD  ,  MD  
2011,04,05,00,    0,  MD  ,  MD  ,  MD  ,  MD  
2011,04,06,00,  498, 0.59,252.55, 74.65,358.89
2011,04,07,00, 1440, 0.00,147.33, 76.75,360.00
2011,04,08,00, 1440, 0.91,160.89, 84.07,340.81
2011,04,09,00, 1440,118.03,158.45, 16.78,227.43
2011,04,10,00, 1440,37.08,160.60, 27.59,285.76
2011,04,11,00, 1440, 0.52,163.04, 58.05,360.00
2011,04,12,00, 1440,22.61,119.26, 36.72,249.00
2011,04,13,00, 1440, 1.00,143.83, 52.68,359.67
2011,04,14,00, 1440, 3.20,144.81, 58.88,360.00
2011,04,15,00, 1440, 0.22, 57.45, 57.46,359.96
2011,04,16,00, 1440, 0.06,121.00, 53.84,357.62
2011,04,17,00, 1440, 2.54,127.53, 59.72,360.00
2011,04,18,00, 1440, 0.47,122.95, 71.84,359.55
2011,04,19,00, 1433, 5.00,173.46, 48.71,357.49
2011,04,20,00, 1440, 0.01, 86.40, 77.71,360.00
2011,04,21,00, 1440, 0.24,119.80, 66.87,360.00
2011,04,22,00, 1440, 0.23,146.22, 78.52,360.00
2011,04,23,00, 1440, 0.04,136.34, 73.61,360.00
2011,04,24,00, 1440,49.00,120.69, 39.65,231.26
2011,04,25,00, 1440, 0.13,132.27, 92.61,360.00
2011,04,26,00, 1440,72.55,155.01, 28.59,318.07
2011,04,27,00, 1440,33.13,136.13, 33.81,248.70
2011,04,28,00, 1440,27.84,156.54, 34.14,327.57
2011,04,29,00, 1438, 3.95,206.09, 93.63,352.00
2011,04,30,00, 1440, 0.00,228.31, 83.27,355.00
