Year,Month,Day,Hour,Count,Minimum,Average,StdDev,Maximum
2017,05,01,00, 1390,12.49,189.12, 66.79,351.35
2017,05,02,00, 1440, 5.00,180.77, 83.13,358.37
2017,05,03,00, 1440, 5.00,197.87, 90.62,360.00
2017,05,04,00, 1440, 0.91,247.25, 50.68,359.00
2017,05,05,00, 1424, 3.40,225.59, 48.32,360.00
2017,05,06,00, 1440, 2.36,238.98, 67.60,359.52
2017,05,07,00, 1438,11.80,201.73, 66.98,341.18
2017,05,08,00, 1440, 0.48,222.84, 59.44,357.19
2017,05,09,00, 1440,11.62,218.45, 45.06,355.42
2017,05,10,00, 1440, 5.00,239.06, 40.89,355.29
2017,05,11,00, 1440, 0.10,172.12, 70.48,360.00
2017,05,12,00, 1440,28.79,146.99, 47.89,328.15
2017,05,13,00, 1425, 0.02,203.97, 62.65,358.16
2017,05,14,00, 1440, 9.61,220.21, 48.23,343.85
2017,05,15,00, 1440,48.68,154.88, 43.31,348.76
2017,05,16,00, 1440, 0.72,230.25, 80.79,360.00
2017,05,17,00, 1440,63.00,158.38, 48.35,316.08
2017,05,18,00, 1440, 9.46,234.36, 78.38,349.00
2017,05,19,00, 1440,176.89,276.59, 31.29,326.43
2017,05,20,00, 1440,119.50,185.85, 61.29,360.00
2017,05,21,00, 1440,150.00,217.64, 47.10,312.42
2017,05,22,00, 1436,70.61,204.92, 63.14,355.00
2017,05,23,00, 1440, 1.66,246.19, 79.00,360.00
2017,05,24,00, 1440, 3.65,252.57, 68.33,359.57
2017,05,25,00, 1425,31.00,185.17, 62.90,322.52
2017,05,26,00, 1440, 5.00,215.48, 58.26,360.00
2017,05,27,00, 1440,149.00,234.99, 47.56,336.00
2017,05,28,00, 1440,86.72,210.66, 41.34,319.67
2017,05,29,00, 1440,146.41,225.11, 26.13,318.61
2017,05,30,00, 1440,13.64,225.37, 33.12,333.00
2017,05,31,00, 1415, 8.12,173.70, 46.41,348.43
