Year,Month,Day,Hour,Count,Minimum,Average,StdDev,Maximum
2012,03,01,00, 1440,19.00, 63.38, 94.11,357.35
2012,03,02,00, 1440, 5.00,164.09, 50.97,355.00
2012,03,03,00, 1440,84.00,211.08, 27.19,265.92
2012,03,04,00, 1440,39.04,178.49, 35.74,328.45
2012,03,05,00, 1440, 0.53,302.59, 94.31,359.74
2012,03,06,00, 1440, 0.60, 40.38,107.90,359.34
2012,03,07,00, 1440, 1.44,166.89, 75.02,360.00
2012,03,08,00, 1440, 1.57,175.02, 68.88,360.00
2012,03,09,00, 1440,31.56,174.30, 39.88,325.05
2012,03,10,00, 1440,28.23,165.80, 38.28,336.00
2012,03,11,00, 1380, 8.31,180.74, 43.12,310.56
2012,03,12,00, 1435, 0.38,176.67, 39.09,355.00
2012,03,13,00, 1440, 0.05,156.73, 59.61,357.24
2012,03,14,00, 1440, 0.37,161.45, 59.34,359.79
2012,03,15,00, 1440, 4.71,170.59, 42.91,317.38
2012,03,16,00, 1438, 7.10,151.29, 58.31,352.49
2012,03,17,00, 1440, 0.23,303.74,119.97,360.00
2012,03,18,00, 1440, 4.82,142.20, 85.38,348.00
2012,03,19,00, 1440, 2.68,134.02, 72.22,360.00
2012,03,20,00, 1440,83.21,222.35, 38.46,327.61
2012,03,21,00, 1440, 0.26,121.23, 96.44,360.00
2012,03,22,00, 1436, 3.09,120.02, 58.65,352.33
2012,03,23,00, 1440, 0.03, 20.78,127.15,360.00
2012,03,24,00, 1440, 0.03,  9.89,135.95,360.00
2012,03,25,00, 1440, 1.60,171.79, 89.65,360.00
2012,03,26,00, 1440, 2.58,153.51, 53.13,358.58
2012,03,27,00, 1440, 1.44,129.60, 98.38,360.00
2012,03,28,00, 1440,83.58,166.01, 22.99,312.08
2012,03,29,00, 1440, 9.40,157.10, 38.89,264.97
2012,03,30,00, 1440, 2.96,144.74, 90.39,356.00
2012,03,31,00, 1440, 0.03, 22.65,125.68,360.00
