Year,Month,Day,Hour,Count,Minimum,Average,StdDev,Maximum
2019,09,01,00, 1440, 0.42, 33.99,108.41,358.44
2019,09,02,00, 1440, 1.02,135.95, 88.02,358.96
2019,09,03,00, 1440, 0.64,187.84, 57.58,356.58
2019,09,04,00, 1440, 1.67,198.70, 62.09,355.00
2019,09,05,00, 1440, 5.00,135.14, 78.33,360.00
2019,09,06,00, 1440,27.09,139.96, 50.04,327.80
2019,09,07,00, 1440, 0.60,148.34, 70.78,356.17
2019,09,08,00, 1440, 2.97,147.23, 72.80,353.05
2019,09,09,00, 1440, 5.14,213.77, 91.87,360.00
2019,09,10,00, 1440,65.00,164.65, 65.79,345.64
2019,09,11,00, 1440, 8.54,122.60, 36.26,346.24
2019,09,12,00, 1440, 4.99,120.84, 57.65,360.00
2019,09,13,00, 1440, 7.29,137.23, 46.43,358.79
2019,09,14,00, 1440,27.67,136.35, 41.19,323.57
2019,09,15,00, 1440,29.99,138.52, 44.79,295.49
2019,09,16,00, 1440, 0.73,134.07, 74.76,360.00
2019,09,17,00, 1440, 0.36,135.13, 54.76,360.00
2019,09,18,00, 1440, 0.29,111.76, 83.22,360.00
2019,09,19,00, 1440, 0.35,115.47, 94.01,359.72
2019,09,20,00, 1440,11.13,137.10, 78.12,327.15
2019,09,21,00, 1440,27.70,121.54, 65.18,330.44
2019,09,22,00, 1440, 3.27,170.53, 71.09,355.89
2019,09,23,00, 1440, 2.46,144.53, 63.80,358.39
2019,09,24,00, 1440,23.34,199.61, 49.76,358.07
2019,09,25,00, 1440, 6.38,138.85, 60.80,354.89
2019,09,26,00, 1440,11.05,195.96, 71.84,347.00
2019,09,27,00, 1440, 0.43,119.46, 95.65,360.00
2019,09,28,00, 1440, 0.11, 67.49,113.61,360.00
2019,09,29,00, 1440, 0.20, 46.10,124.25,360.00
2019,09,30,00, 1440, 4.09,112.73, 82.98,355.00
