Year,Month,Day,Hour,Count,Minimum,Average,StdDev,Maximum
2018,01,01,00,  356,37.95, 13.60,148.86,346.49
2018,01,02,00,  130,171.00,179.92,  8.08,194.00
2018,01,03,00,  379,71.00,168.21, 43.20,217.04
2018,01,04,00,    0,  MD  ,  MD  ,  MD  ,  MD  
2018,01,05,00,    0,  MD  ,  MD  ,  MD  ,  MD  
2018,01,06,00,    0,  MD  ,  MD  ,  MD  ,  MD  
2018,01,07,00,    0,  MD  ,  MD  ,  MD  ,  MD  
2018,01,08,00,    0,  MD  ,  MD  ,  MD  ,  MD  
2018,01,09,00,  348, 3.29,274.57, 46.56,360.00
2018,01,10,00,    0,  MD  ,  MD  ,  MD  ,  MD  
2018,01,11,00,    0,  MD  ,  MD  ,  MD  ,  MD  
2018,01,12,00,    0,  MD  ,  MD  ,  MD  ,  MD  
2018,01,13,00,   77,12.00, 12.75,  1.56, 16.00
2018,01,14,00,  360,157.00,186.66, 15.40,196.00
2018,01,15,00,  230,175.24,213.40, 26.29,266.00
2018,01,16,00,  223,65.65,160.63, 30.25,226.04
2018,01,17,00,    0,  MD  ,  MD  ,  MD  ,  MD  
2018,01,18,00,   50,91.85,162.78, 21.82,208.14
2018,01,19,00,    0,  MD  ,  MD  ,  MD  ,  MD  
2018,01,20,00,    0,  MD  ,  MD  ,  MD  ,  MD  
2018,01,21,00,  246,86.38,181.54, 38.04,270.33
2018,01,22,00,  335,76.38,161.36, 65.22,270.87
2018,01,23,00,    0,  MD  ,  MD  ,  MD  ,  MD  
2018,01,24,00,  237,170.00,170.84,  0.36,171.00
2018,01,25,00,  218,84.14,156.10, 19.86,168.00
2018,01,26,00,  353, 9.00,316.86,127.50,343.77
2018,01,27,00,  370, 5.00,259.63, 55.23,355.89
2018,01,28,00,    0,  MD  ,  MD  ,  MD  ,  MD  
2018,01,29,00,  111,185.53,233.74, 22.66,285.22
2018,01,30,00,  321, 1.59,236.13, 71.23,360.00
2018,01,31,00,    0,  MD  ,  MD  ,  MD  ,  MD  
