Year,Month,Day,Hour,Count,Minimum,Average,StdDev,Maximum
2014,02,01,00, 1440, 0.02,104.04,101.66,360.00
2014,02,02,00, 1440, 0.22, 80.96, 76.96,360.00
2014,02,03,00, 1425, 0.24, 96.44, 87.84,360.00
2014,02,04,00, 1440, 0.12, 23.82,123.38,360.00
2014,02,05,00, 1440, 0.07, 14.46,131.26,360.00
2014,02,06,00, 1440, 0.10, 37.14,123.64,360.00
2014,02,07,00, 1440, 0.03, 60.67,107.83,360.00
2014,02,08,00, 1440, 0.03, 24.27,125.48,360.00
2014,02,09,00, 1440, 0.18, 69.08, 76.52,360.00
2014,02,10,00, 1440, 0.04,202.47,100.81,360.00
2014,02,11,00, 1440, 2.05,155.95, 56.67,357.85
2014,02,12,00, 1434, 0.13,201.14, 75.81,359.54
2014,02,13,00, 1432, 7.21,206.64, 46.60,353.64
2014,02,14,00, 1440, 1.85,192.94, 50.48,360.00
2014,02,15,00, 1432, 0.25,357.59,112.84,360.00
2014,02,16,00, 1438,27.33,175.12, 48.23,358.01
2014,02,17,00, 1440, 0.92,155.92, 52.45,358.02
2014,02,18,00, 1440, 1.21,208.90, 66.71,355.00
2014,02,19,00, 1440, 2.94,189.54, 80.59,359.32
2014,02,20,00, 1440, 2.35,261.99, 49.59,359.68
2014,02,21,00, 1440, 0.69,169.31, 85.44,360.00
2014,02,22,00, 1440, 2.73, 72.76,102.15,360.00
2014,02,23,00, 1440, 0.01, 12.64,139.87,360.00
2014,02,24,00, 1416, 0.26, 17.07,125.63,360.00
2014,02,25,00, 1440, 0.24, 30.65,110.16,360.00
2014,02,26,00, 1440, 2.97,184.56, 87.55,360.00
2014,02,27,00, 1440, 5.67,219.93, 52.91,358.77
2014,02,28,00, 1440, 0.24, 53.72,110.50,360.00
