Year,Month,Day,Hour,Count,Minimum,Average,StdDev,Maximum
2017,08,01,00,  464,155.19,245.72, 21.31,293.10
2017,08,02,00,  467,175.68,237.22, 21.72,296.43
2017,08,03,00,  459,146.00,251.01, 23.73,290.00
2017,08,04,00,  443,115.85,204.60, 28.11,265.10
2017,08,05,00,  267,149.78,262.85, 29.40,351.85
2017,08,06,00,  394,199.77,242.41, 23.90,301.65
2017,08,07,00,  520,207.51,272.65, 14.38,335.56
2017,08,08,00,  445,234.42,276.83,  7.96,298.54
2017,08,09,00,  442,14.31,263.77, 22.88,343.11
2017,08,10,00,  542,209.55,266.56, 19.93,341.02
2017,08,11,00,  280,138.34,234.92, 38.45,294.25
2017,08,12,00,  471,76.00,211.85, 40.95,335.36
2017,08,13,00,  534,103.00,235.31, 28.13,290.86
2017,08,14,00,  445,51.77,260.12, 28.59,356.37
2017,08,15,00,  428,155.25,230.45, 16.47,300.47
2017,08,16,00,  511,108.75,224.89, 27.29,296.37
2017,08,17,00,  543,140.54,249.64, 25.24,302.92
2017,08,18,00,  505, 3.39,227.09, 37.62,345.97
2017,08,19,00,  532,160.00,242.38, 28.84,317.13
2017,08,20,00,  565,153.27,233.12, 23.20,291.76
2017,08,21,00,  415,154.96,221.42, 30.80,301.00
2017,08,22,00,  396,71.19,205.47, 32.26,277.00
2017,08,23,00,  483,153.03,231.19, 23.07,311.91
2017,08,24,00,  566,163.70,234.84, 24.45,294.37
2017,08,25,00,  429,187.17,229.93, 17.82,299.23
2017,08,26,00,  419,181.43,233.04, 21.64,294.39
2017,08,27,00,  402,166.09,232.81, 24.55,298.00
2017,08,28,00,  410,282.00,318.59, 13.68,360.00
2017,08,29,00,  280,33.82,180.44, 34.93,298.49
2017,08,30,00,  400,76.21,188.30, 28.95,245.00
2017,08,31,00,  591,158.33,234.07, 20.18,286.03
