Year,Month,Day,Hour,Count,Minimum,Average,StdDev,Maximum
2012,12,01,00, 1440, 0.85,154.70, 56.38,360.00
2012,12,02,00, 1440, 5.00,190.46, 76.02,357.41
2012,12,03,00, 1440, 5.00,163.49, 46.35,351.00
2012,12,04,00, 1436, 2.64,192.98, 40.80,308.15
2012,12,05,00, 1440, 1.01,205.11, 61.49,359.05
2012,12,06,00, 1440, 0.30,134.67, 71.42,356.01
2012,12,07,00, 1440, 0.23,290.38, 85.81,359.77
2012,12,08,00, 1440, 3.44, 81.00, 96.60,355.00
2012,12,09,00, 1440, 0.32, 22.41,120.49,360.00
2012,12,10,00, 1440,21.95,119.47, 79.19,354.13
2012,12,11,00, 1440, 3.29,192.23, 82.15,360.00
2012,12,12,00, 1440, 0.80, 68.41, 79.26,360.00
2012,12,13,00, 1440, 1.69,139.34, 69.16,357.40
2012,12,14,00, 1440, 7.86, 84.19,104.76,360.00
2012,12,15,00, 1440, 5.00,162.54, 58.65,358.54
2012,12,16,00, 1440, 0.47, 61.58,116.29,360.00
2012,12,17,00, 1440, 0.05,350.77,111.20,358.99
2012,12,18,00, 1440, 4.16,109.40, 65.17,360.00
2012,12,19,00, 1436, 3.37,152.79, 36.25,327.38
2012,12,20,00, 1435, 4.80,136.81, 76.66,360.00
2012,12,21,00, 1435, 1.25, 81.11,100.55,360.00
2012,12,22,00, 1440, 0.23,226.94,105.92,360.00
2012,12,23,00, 1440, 5.00,162.52, 65.98,357.48
2012,12,24,00, 1440, 2.57, 40.38, 92.84,360.00
2012,12,25,00, 1440, 0.22, 18.73,122.76,360.00
2012,12,26,00, 1440, 0.49, 21.52,118.40,360.00
2012,12,27,00, 1440,26.00, 26.00,  0.00, 26.00
2012,12,28,00, 1440, 1.50,  3.72,154.88,360.00
2012,12,29,00, 1440, 2.78,138.96, 82.46,352.31
2012,12,30,00, 1440,33.71,102.50, 48.77,157.00
2012,12,31,00, 1440, 9.86,104.73, 82.17,352.31
