Year,Month,Day,Hour,Count,Minimum,Average,StdDev,Maximum
2017,02,01,00, 1432, 0.02, 10.84,145.04,360.00
2017,02,02,00, 1440, 0.24, 10.42,143.32,360.00
2017,02,03,00, 1440, 0.10, 15.21,137.01,360.00
2017,02,04,00, 1437, 0.01,137.72, 92.24,360.00
2017,02,05,00, 1437, 0.06, 79.03,105.23,360.00
2017,02,06,00, 1356, 0.00, 38.17,117.53,360.00
2017,02,07,00, 1440, 0.35,  9.34,140.39,360.00
2017,02,08,00, 1013, 0.24,  8.98,147.52,360.00
2017,02,09,00,  900, 1.63,162.29, 67.32,357.86
2017,02,10,00, 1440, 0.54,191.58, 75.30,356.49
2017,02,11,00, 1068, 4.29,129.57, 63.45,360.00
2017,02,12,00, 1440, 0.85, 57.14,111.47,360.00
2017,02,13,00, 1238,35.00,143.07, 78.28,294.00
2017,02,14,00, 1099, 2.50,122.25, 55.49,355.00
2017,02,15,00, 1438, 7.91,159.46, 23.06,258.06
2017,02,16,00, 1435,66.99,184.41, 37.59,296.34
2017,02,17,00, 1440, 0.23,165.33,103.15,360.00
2017,02,18,00, 1424, 1.53,348.68,146.38,360.00
2017,02,19,00, 1440, 0.80, 16.73,121.03,360.00
2017,02,20,00, 1050, 1.83, 46.34,112.80,360.00
2017,02,21,00,  967, 8.42,292.24,107.50,356.89
2017,02,22,00, 1425,53.00,158.90, 64.01,359.06
2017,02,23,00, 1104,156.00,189.13, 57.81,345.97
2017,02,24,00,  942, 0.39, 21.28,115.43,360.00
2017,02,25,00,  969, 2.75,174.87, 76.07,360.00
2017,02,26,00, 1380, 0.23, 26.46,120.22,360.00
2017,02,27,00,  975, 1.40,356.26,138.41,360.00
2017,02,28,00,  951, 2.08,219.13, 86.83,360.00
