Year,Month,Day,Hour,Count,Minimum,Average,StdDev,Maximum
2015,02,01,00, 1440, 0.83,155.95, 64.02,355.00
2015,02,02,00, 1440, 1.83,121.00, 76.30,360.00
2015,02,03,00, 1440,14.95,347.54,137.82,348.10
2015,02,04,00, 1440, 0.55, 12.50,132.78,360.00
2015,02,05,00, 1438, 4.04,162.71, 36.76,357.10
2015,02,06,00, 1437,29.70,163.60, 28.44,344.04
2015,02,07,00, 1440, 6.05,165.08, 31.50,357.92
2015,02,08,00, 1440, 0.27,147.83, 90.92,360.00
2015,02,09,00, 1440, 0.23, 27.75,130.44,360.00
2015,02,10,00, 1440, 2.02, 84.15, 92.76,359.58
2015,02,11,00, 1440, 0.25,102.85,102.82,360.00
2015,02,12,00, 1440, 3.61, 30.93,120.83,360.00
2015,02,13,00, 1440, 1.45,183.07, 92.14,360.00
2015,02,14,00, 1440, 2.33,235.17, 66.22,360.00
2015,02,15,00, 1440, 2.25, 88.03,107.96,360.00
2015,02,16,00, 1440, 0.25, 67.35,105.38,360.00
2015,02,17,00, 1440,30.91,138.74, 69.84,359.46
2015,02,18,00, 1440,36.00,145.48, 52.82,253.36
2015,02,19,00, 1440,20.00,148.08, 74.29,356.07
2015,02,20,00, 1440,107.69,192.98, 48.75,296.95
2015,02,21,00, 1440, 0.41,139.18, 87.25,360.00
2015,02,22,00, 1440, 4.67,149.83, 68.91,346.00
2015,02,23,00, 1440,40.00,147.58, 75.41,356.75
2015,02,24,00, 1440,95.00,176.63, 63.68,336.00
2015,02,25,00, 1440,17.01,144.57, 66.51,354.43
2015,02,26,00, 1440, 0.51, 35.22,127.06,360.00
2015,02,27,00, 1440, 0.10,  7.04,137.84,360.00
2015,02,28,00, 1440, 0.62,155.33, 88.09,360.00
