Year,Month,Day,Hour,Count,Minimum,Average,StdDev,Maximum
2011,05,01,00, 1440, 4.76,351.73,112.24,360.00
2011,05,02,00, 1440, 2.83,208.71, 86.16,360.00
2011,05,03,00, 1438, 5.03,251.04, 52.65,360.00
2011,05,04,00, 1440, 1.48,228.14, 82.71,360.00
2011,05,05,00, 1440,21.17,197.82, 69.62,356.25
2011,05,06,00, 1440,13.72,155.07, 44.74,355.00
2011,05,07,00, 1440,43.00,207.95, 48.25,343.53
2011,05,08,00, 1440,144.33,214.32, 53.80,351.00
2011,05,09,00, 1440,79.69,216.65, 57.70,337.00
2011,05,10,00, 1440,86.00,183.92, 36.58,305.00
2011,05,11,00, 1440,77.26,194.92, 41.08,298.55
2011,05,12,00, 1440,19.68,161.99, 30.31,357.63
2011,05,13,00, 1440, 0.16,123.98, 96.15,360.00
2011,05,14,00, 1440, 0.52, 38.13,110.36,360.00
2011,05,15,00, 1440, 4.81,174.74, 44.70,300.63
2011,05,16,00, 1440,132.57,229.13, 29.11,337.80
2011,05,17,00, 1440, 6.41,211.24, 62.51,355.48
2011,05,18,00, 1440,71.38,190.62, 63.07,354.39
2011,05,19,00, 1440, 6.34,202.69, 61.52,351.20
2011,05,20,00, 1440, 6.89,202.57, 65.21,355.00
2011,05,21,00, 1440, 0.14,229.33, 41.56,350.40
2011,05,22,00, 1440,29.13,248.89, 31.45,355.42
2011,05,23,00, 1440,95.69,223.19, 68.00,359.62
2011,05,24,00, 1440, 0.44,227.09, 88.65,359.98
2011,05,25,00, 1440, 0.24,148.35, 75.73,360.00
2011,05,26,00, 1439, 4.55,173.99, 47.39,359.25
2011,05,27,00, 1440,48.00,235.66, 69.02,334.05
2011,05,28,00, 1440, 0.73,185.57, 77.48,355.52
2011,05,29,00, 1440,10.72,207.81, 54.92,355.00
2011,05,30,00, 1440, 1.38,217.68, 82.13,358.32
2011,05,31,00, 1440, 0.74,228.82, 87.96,357.46
