Year,Month,Day,Hour,Count,Minimum,Average,StdDev,Maximum
2016,03,01,00, 1438, 0.11,150.31, 89.94,360.00
2016,03,02,00, 1440, 0.86,158.95, 84.05,360.00
2016,03,03,00, 1440,52.94,162.62, 29.37,329.91
2016,03,04,00, 1440, 2.25,161.90, 30.73,352.03
2016,03,05,00, 1438, 0.40,163.47, 77.11,360.00
2016,03,06,00, 1435, 5.00,159.58, 33.92,357.35
2016,03,07,00, 1440,38.00,154.56, 55.52,303.44
2016,03,08,00, 1440, 4.58,113.89, 55.76,323.65
2016,03,09,00, 1437, 0.45,111.01,101.28,360.00
2016,03,10,00, 1397,24.00,170.20, 47.85,356.82
2016,03,11,00, 1440, 0.71,123.08, 84.04,360.00
2016,03,12,00, 1440,20.73,153.11, 36.82,356.25
2016,03,13,00, 1380, 0.23,311.12,112.40,360.00
2016,03,14,00, 1425, 0.49,155.86, 55.19,359.73
2016,03,15,00, 1440, 1.53,138.76, 72.33,360.00
2016,03,16,00, 1440, 1.27,141.08, 74.09,358.13
2016,03,17,00, 1440, 0.02, 19.28,142.63,360.00
2016,03,18,00, 1440, 0.05, 21.30,126.44,360.00
2016,03,19,00, 1440, 1.32, 42.95,106.35,360.00
2016,03,20,00, 1440, 3.22,156.09, 62.68,360.00
2016,03,21,00, 1440, 5.00,130.06, 64.16,357.85
2016,03,22,00, 1440, 3.62,303.78,100.47,360.00
2016,03,23,00, 1440, 9.89,156.94, 38.50,332.69
2016,03,24,00, 1440, 0.67,244.42, 59.53,355.00
2016,03,25,00, 1440, 0.78,220.84, 87.72,360.00
2016,03,26,00, 1440, 5.00,121.24, 98.41,355.00
2016,03,27,00, 1440, 0.11,301.50, 84.72,359.43
2016,03,28,00, 1440, 1.25,145.65, 95.24,360.00
2016,03,29,00, 1440,20.86,222.82, 86.50,345.00
2016,03,30,00, 1440,122.95,203.49, 76.15,350.66
2016,03,31,00, 1440, 3.27,169.85, 70.48,357.72
