Year,Month,Day,Hour,Count,Minimum,Average,StdDev,Maximum
2017,01,01,00,  314, 0.28, 21.63,122.86,360.00
2017,01,02,00,  367, 0.68, 15.04,136.86,360.00
2017,01,03,00,  356, 0.45, 12.19,137.84,360.00
2017,01,04,00,  306, 0.74,227.16,104.61,360.00
2017,01,05,00,  374,18.00,209.24,102.03,344.00
2017,01,06,00,    0,  MD  ,  MD  ,  MD  ,  MD  
2017,01,07,00,   95, 6.89, 18.20,123.07,348.73
2017,01,08,00,    0,  MD  ,  MD  ,  MD  ,  MD  
2017,01,09,00,  153,98.93,171.27, 41.90,295.00
2017,01,10,00,  385, 0.06, 14.73,139.65,360.00
2017,01,11,00,  409, 0.24, 10.61,142.94,360.00
2017,01,12,00,  297, 3.12,290.28, 96.90,308.50
2017,01,13,00,  276,53.00,180.68, 54.74,267.00
2017,01,14,00,  360,106.00,190.35, 65.11,266.00
2017,01,15,00,  370, 1.31,344.58,122.83,360.00
2017,01,16,00,    0,  MD  ,  MD  ,  MD  ,  MD  
2017,01,17,00,    0,  MD  ,  MD  ,  MD  ,  MD  
2017,01,18,00,    0,  MD  ,  MD  ,  MD  ,  MD  
2017,01,19,00,   81,105.96,150.71, 16.94,177.82
2017,01,20,00,  348, 0.24,343.89,145.83,360.00
2017,01,21,00,  207,11.00,347.50,158.10,335.51
2017,01,22,00,  105,73.00,342.51,107.61,338.00
2017,01,23,00,  781, 4.38,188.51, 89.22,360.00
2017,01,24,00, 1067, 4.42,359.96,105.96,355.00
2017,01,25,00, 1440,312.86,333.41,  8.46,342.00
2017,01,26,00, 1440, 6.29, 86.28,105.20,340.84
2017,01,27,00, 1440,17.45,177.54, 49.75,349.04
2017,01,28,00, 1440,23.27,158.44, 27.41,294.75
2017,01,29,00, 1357, 4.92,190.79, 56.45,355.46
2017,01,30,00, 1436, 0.45, 50.43,111.67,360.00
2017,01,31,00, 1221, 0.14,  9.99,136.21,360.00
