Year,Month,Day,Hour,Count,Minimum,Average,StdDev,Maximum
2024,08,01,00, 1440,55.24,208.54, 82.30,360.00
2024,08,02,00, 1440,34.45,175.43, 62.29,360.00
2024,08,03,00, 1440,73.86,214.35, 53.62,355.13
2024,08,04,00, 1440, 0.36,229.99, 75.76,360.00
2024,08,05,00, 1440, 3.59,214.67, 54.06,352.04
2024,08,06,00, 1440,95.93,204.00, 56.78,321.03
2024,08,07,00, 1407, 0.21,201.07, 55.29,335.29
2024,08,08,00, 1440,12.88,224.52, 69.02,360.00
2024,08,09,00, 1440, 0.54,230.80, 72.46,357.71
2024,08,10,00, 1440, 5.00,236.69, 82.27,357.95
2024,08,11,00, 1440, 0.06,123.06, 99.34,360.00
2024,08,12,00, 1440, 7.67,200.66, 51.25,351.02
2024,08,13,00, 1440,44.95,191.57, 62.80,351.09
2024,08,14,00, 1440, 3.50,174.39, 64.85,357.20
2024,08,15,00, 1440, 7.30,184.12, 58.40,347.13
2024,08,16,00, 1424, 7.43,205.68, 44.87,359.89
2024,08,17,00, 1424, 0.95,238.83, 94.35,360.00
2024,08,18,00, 1440, 1.31,137.62, 55.37,360.00
2024,08,19,00, 1440, 0.36, 85.70,101.46,360.00
2024,08,20,00, 1427, 0.29,355.12,117.01,360.00
2024,08,21,00, 1438, 5.00,162.00, 74.67,359.59
2024,08,22,00, 1440, 0.59,214.21, 78.48,356.58
2024,08,23,00, 1440,24.86,152.28, 52.85,343.99
2024,08,24,00, 1440,26.67,166.31, 45.40,344.28
2024,08,25,00, 1373, 5.00,305.43, 97.26,359.51
2024,08,26,00, 1437, 0.62,145.88, 85.49,356.76
2024,08,27,00, 1440, 3.83,220.26, 60.36,359.48
2024,08,28,00, 1440,42.36,156.75, 81.14,360.00
2024,08,29,00, 1440,43.54,135.86, 87.70,360.00
2024,08,30,00, 1391, 0.70,150.03, 87.84,360.00
2024,08,31,00, 1440, 0.10, 98.63, 95.62,360.00
