Year,Month,Day,Hour,Count,Minimum,Average,StdDev,Maximum
2015,05,01,00, 1440,11.53,214.89, 53.46,359.80
2015,05,02,00, 1440, 3.42,177.33, 70.64,357.75
2015,05,03,00, 1425, 6.64,171.38, 77.36,352.82
2015,05,04,00, 1440,81.24,159.03, 34.90,251.84
2015,05,05,00, 1440,15.00,185.22, 77.66,352.10
2015,05,06,00, 1440, 1.12,179.79, 74.66,357.88
2015,05,07,00,  914,41.99,169.63, 73.40,355.00
2015,05,08,00,    0,  MD  ,  MD  ,  MD  ,  MD  
2015,05,09,00,    0,  MD  ,  MD  ,  MD  ,  MD  
2015,05,10,00,    0,  MD  ,  MD  ,  MD  ,  MD  
2015,05,11,00,  388,122.00,198.45, 43.72,277.00
2015,05,12,00, 1440, 1.29,170.50, 82.13,360.00
2015,05,13,00, 1440, 1.00,159.95, 59.65,360.00
2015,05,14,00, 1440,142.00,173.75, 51.28,333.09
2015,05,15,00, 1440, 6.49,144.32, 49.03,360.00
2015,05,16,00, 1440, 5.00,156.06, 65.25,354.95
2015,05,17,00, 1440, 1.08,104.99, 77.98,360.00
2015,05,18,00, 1440, 1.63,210.53, 74.19,355.00
2015,05,19,00, 1439, 5.30,203.73, 44.27,324.83
2015,05,20,00, 1440, 0.64,130.54, 83.49,355.00
2015,05,21,00, 1440,91.65,209.12, 56.57,329.27
2015,05,22,00, 1440,57.00,198.23, 46.46,293.11
2015,05,23,00, 1440,37.99,222.02, 31.75,310.31
2015,05,24,00, 1440,75.25,182.08, 38.77,286.28
2015,05,25,00, 1440,26.43,223.92, 48.87,359.72
2015,05,26,00, 1440,25.58,233.64, 43.58,329.12
2015,05,27,00, 1440,12.97,217.45, 36.69,350.82
2015,05,28,00, 1440, 2.36,230.41, 50.32,352.82
2015,05,29,00, 1440, 5.86,214.38, 56.45,359.03
2015,05,30,00, 1440,80.24,198.10, 45.45,304.04
2015,05,31,00, 1438,14.43,220.16, 78.68,360.00
