Lat,Lon,Time Range,geartype,Vessel IDs,Apparent Fishing Hours
48.960000,-125.060000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",other_purse_seines,1,2.07
48.950000,-125.330000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",other_purse_seines,1,0.97
48.960000,-125.070000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",trollers,1,17.96
48.910000,-125.460000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",fishing,1,3.11
48.910000,-125.340000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",other_purse_seines,1,1.74
48.910000,-125.260000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",inconclusive,3,5.98
48.930000,-125.240000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",fishing,2,11.30
48.840000,-125.270000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",pole_and_line,1,1.61
48.940000,-125.440000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",fishing,1,1.98
48.880000,-125.080000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",fishing,1,0.91
48.860000,-125.290000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",inconclusive,1,0.67
48.890000,-125.150000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",inconclusive,1,3.55
48.860000,-125.380000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",inconclusive,1,0.91
48.920000,-125.170000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",trawlers,1,1.02
48.870000,-125.120000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",trawlers,1,2.78
48.880000,-125.090000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",fishing,2,2.18
48.850000,-125.130000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",inconclusive,1,0.69
48.940000,-125.320000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",other_purse_seines,1,2.73
48.870000,-125.490000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",inconclusive,1,0.82
48.960000,-125.030000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",other_purse_seines,1,6.19
48.800000,-125.200000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",fishing,1,0.62
48.930000,-125.120000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",pole_and_line,1,0.79
48.880000,-125.410000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",fishing,1,1.03
48.880000,-125.160000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",pole_and_line,1,0.51
48.980000,-125.370000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",fishing,1,0.39
48.970000,-125.090000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",pole_and_line,1,0.94
48.970000,-125.040000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",fishing,1,1.11
48.890000,-125.200000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",other_purse_seines,1,5.46
48.890000,-125.110000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",other_purse_seines,1,1.30
48.890000,-125.410000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",fishing,1,1.21
48.830000,-125.140000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",fishing,3,32.10
48.890000,-125.490000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",fishing,1,0.51
48.940000,-125.100000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",pole_and_line,1,1.18
48.940000,-125.190000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",fishing,1,3.80
48.910000,-125.320000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",inconclusive,1,0.12
48.930000,-125.450000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",trawlers,1,0.98
48.940000,-125.240000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",dredge_fishing,1,5.77
48.880000,-125.100000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",trawlers,2,2.41
48.940000,-125.430000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",fishing,1,5.34
48.870000,-125.110000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",trawlers,1,0.92
48.920000,-125.230000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",inconclusive,2,8.61
48.920000,-125.230000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",fishing,2,11.41
48.910000,-125.470000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",inconclusive,1,0.94
48.960000,-125.070000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",other_purse_seines,1,1.43
48.970000,-125.100000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",pole_and_line,1,2.40
48.960000,-125.070000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",pole_and_line,1,1.81
48.850000,-125.210000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",other_purse_seines,1,0.24
48.950000,-125.030000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",trollers,1,0.72
48.960000,-125.390000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",fishing,1,0.20
48.970000,-125.030000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",other_purse_seines,1,0.68
48.910000,-125.250000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",pole_and_line,1,1.89
48.860000,-125.170000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",inconclusive,1,0.69
48.850000,-125.150000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",trawlers,1,1.01
48.880000,-125.170000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",fishing,2,1.84
48.940000,-125.030000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",inconclusive,1,1.03
48.960000,-125.090000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",other_purse_seines,1,0.58
48.940000,-125.110000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",pole_and_line,1,1.77
48.960000,-125.000000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",other_purse_seines,2,1.00
48.880000,-125.170000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",inconclusive,1,0.55
48.950000,-125.070000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",other_purse_seines,1,7.24
48.890000,-125.230000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",trawlers,1,1.00
48.890000,-125.140000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",pole_and_line,1,1.08
48.940000,-125.090000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",pole_and_line,1,0.42
48.920000,-125.030000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",fishing,1,0.42
48.900000,-125.210000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",pole_and_line,1,0.14
48.860000,-125.120000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",inconclusive,1,0.13
48.940000,-125.410000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",trawlers,1,4.90
48.880000,-125.190000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",fishing,1,0.46
48.980000,-125.190000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",inconclusive,1,16.57
48.900000,-125.260000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",inconclusive,2,7.14
48.840000,-125.210000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",fishing,1,0.40
48.960000,-125.310000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",other_purse_seines,1,0.30
48.850000,-125.320000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",inconclusive,1,1.96
48.850000,-125.340000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",inconclusive,1,2.00
48.950000,-125.250000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",pole_and_line,1,0.91
48.950000,-125.310000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",fishing,1,3.30
48.850000,-125.310000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",fishing,2,1.36
48.920000,-125.440000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",fishing,1,0.25
48.840000,-125.180000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",fishing,1,0.61
48.920000,-125.490000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",inconclusive,2,3.29
48.940000,-125.110000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",inconclusive,1,0.77
48.830000,-125.340000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",fishing,1,6.83
48.880000,-125.160000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",inconclusive,1,1.05
48.960000,-125.080000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",other_purse_seines,1,0.51
48.840000,-125.260000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",trawlers,1,0.50
48.900000,-125.300000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",inconclusive,1,1.03
48.940000,-125.250000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",trollers,1,0.27
48.910000,-125.500000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",trollers,1,0.33
48.820000,-125.190000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",fishing,1,1.12
48.900000,-125.420000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",fishing,1,2.24
48.820000,-125.270000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",trawlers,1,0.09
48.860000,-125.120000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",trawlers,2,0.96
48.920000,-125.330000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",fishing,1,6.70
48.960000,-125.160000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",trawlers,1,0.45
48.850000,-125.120000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",fishing,2,1.97
48.980000,-125.190000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",fishing,1,2.37
48.890000,-125.260000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",pole_and_line,1,1.75
48.940000,-125.330000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",other_purse_seines,1,1.04
48.940000,-125.020000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",inconclusive,1,0.96
48.890000,-125.090000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",trawlers,1,0.08
48.990000,-125.190000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",trollers,1,0.55
48.830000,-125.410000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",fishing,1,1.98
48.860000,-125.470000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",trawlers,1,0.73
48.910000,-125.470000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",fishing,1,7.82
48.890000,-125.430000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",fishing,1,11.39
49.000000,-125.300000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",fishing,1,18.26
48.950000,-125.220000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",pole_and_line,1,53.53
48.960000,-125.080000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",fishing,1,0.73
48.920000,-125.240000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",fishing,1,0.21
48.890000,-125.450000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",trawlers,1,1.48
48.900000,-125.050000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",trawlers,1,0.51
48.880000,-125.080000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",other_purse_seines,1,3.23
48.890000,-125.160000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",fishing,1,0.43
48.860000,-125.310000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",inconclusive,1,1.02
48.890000,-125.070000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",fishing,1,4.97
48.970000,-125.400000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",fishing,1,0.16
48.950000,-125.050000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",fishing,1,0.94
48.950000,-125.000000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",dredge_fishing,1,0.56
48.960000,-125.050000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",other_purse_seines,1,1.38
48.950000,-125.390000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",fishing,1,2.06
48.920000,-125.020000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",fishing,1,1.21
